p,lambda,alpha,K_structure,solver,starting_point,tolerance,time_median,f_end
50,0.1,0,AR2,pcglassoFast_Dual,C,1.873817422860384e-5,0.01700000000005275,37.18145909798961
50,0.1,0,AR2,pcglassoFast_Dual,C,6.579332246575681e-5,0.016000000000076398,37.18149394925243
50,0.1,0,AR2,pcglassoFast_Dual,C,2.310129700083161e-4,0.015999999999849024,37.1815462222624
50,0.1,0,AR2,pcglassoFast_Dual,C,8.11130830789687e-4,0.014000000000010004,37.18191381563293
50,0.1,0,AR2,pcglassoFast_Dual,C,0.002848035868435802,0.012999999999919964,37.18265653521196
50,0.1,0,AR2,pcglassoFast_Dual,C,0.010000000000000004,0.012000000000057298,37.19103675188856
50,0.1,0,AR2,pcglassoFast_Dual,I,9.999999999999982e-9,0.019499999999993634,37.18144845439715
50,0.1,0,AR2,pcglassoFast_Dual,I,3.5111917342151263e-8,0.017999999999915417,37.181448476931216
50,0.1,0,AR2,pcglassoFast_Dual,I,1.2328467394420646e-7,0.01700000000005275,37.18144855543856
50,0.1,0,AR2,pcglassoFast_Dual,I,4.328761281083054e-7,0.016000000000076398,37.18144883123695
50,0.1,0,AR2,pcglassoFast_Dual,I,1.5199110829529328e-6,0.014499999999998181,37.18144978983985
50,0.1,0,AR2,pcglassoFast_Dual,I,5.336699231206308e-6,0.014000000000010004,37.18145104167433
50,0.1,0,AR2,pcglassoFast_Dual,I,1.873817422860384e-5,0.018500000000130967,37.18145920798242
50,0.1,0,AR2,pcglassoFast_Dual,I,6.579332246575681e-5,0.011999999999943611,37.181471479791654
50,0.1,0,AR2,pcglassoFast_Dual,I,2.310129700083161e-4,0.010499999999979082,37.18157135696434
50,0.1,0,AR2,pcglassoFast_Dual,I,8.11130830789687e-4,0.009999999999990905,37.18176819346262
50,0.1,0,AR2,pcglassoFast_Dual,I,0.002848035868435802,0.008500000000026375,37.183706805445084
50,0.1,0,AR2,pcglassoFast_Dual,I,0.010000000000000004,0.012500000000045475,37.183706805445084
50,0.1,0,AR2,pcglassoFast_Primal,C,9.999999999999982e-9,0.04250000000001819,37.181448450840776
50,0.1,0,AR2,pcglassoFast_Primal,C,3.5111917342151263e-8,0.03899999999998727,37.18144846812644
50,0.1,0,AR2,pcglassoFast_Primal,C,1.2328467394420646e-7,0.0364999999999327,37.18144853170819
50,0.1,0,AR2,pcglassoFast_Primal,C,4.328761281083054e-7,0.0340000000001055,37.181448775164206
50,0.1,0,AR2,pcglassoFast_Primal,C,1.5199110829529328e-6,0.031499999999937245,37.18144971823873
50,0.1,0,AR2,pcglassoFast_Primal,C,5.336699231206308e-6,0.028999999999996362,37.18145343203278
50,0.1,0,AR2,pcglassoFast_Primal,C,1.873817422860384e-5,0.02800000000002001,37.18145840357242
50,0.1,0,AR2,pcglassoFast_Primal,C,6.579332246575681e-5,0.038000000000010914,37.181488760583285
50,0.1,0,AR2,pcglassoFast_Primal,C,2.310129700083161e-4,0.023000000000024556,37.18161265529304
50,0.1,0,AR2,pcglassoFast_Primal,C,8.11130830789687e-4,0.01999999999998181,37.18213439636787
50,0.1,0,AR2,pcglassoFast_Primal,C,0.002848035868435802,0.019000000000005457,37.182885791587346
50,0.1,0,AR2,pcglassoFast_Primal,C,0.010000000000000004,0.016500000000064574,37.18835578610094
50,0.1,0,AR2,pcglassoFast_Primal,I,9.999999999999982e-9,0.04100000000005366,37.18144845432034
50,0.1,0,AR2,pcglassoFast_Primal,I,3.5111917342151263e-8,0.0424999999999045,37.181448487776215
50,0.1,0,AR2,pcglassoFast_Primal,I,1.2328467394420646e-7,0.03549999999984266,37.18144856336025
50,0.1,0,AR2,pcglassoFast_Primal,I,4.328761281083054e-7,0.03449999999997999,37.18144880591308
50,0.1,0,AR2,pcglassoFast_Primal,I,1.5199110829529328e-6,0.030499999999960892,37.181449547840415
50,0.1,0,AR2,pcglassoFast_Primal,I,5.336699231206308e-6,0.027000000000043656,37.18145468737791
50,0.1,0,AR2,pcglassoFast_Primal,I,1.873817422860384e-5,0.02400000000000091,37.18146870531203
50,0.1,0,AR2,pcglassoFast_Primal,I,6.579332246575681e-5,0.022500000000150067,37.18151533883476
50,0.1,0,AR2,pcglassoFast_Primal,I,2.310129700083161e-4,0.019000000000005457,37.18167555465151
50,0.1,0,AR2,pcglassoFast_Primal,I,8.11130830789687e-4,0.0164999999998372,37.18225834077819
50,0.1,0,AR2,pcglassoFast_Primal,I,0.002848035868435802,0.015499999999860847,37.18302702051351
50,0.1,0,AR2,pcglassoFast_Primal,I,0.010000000000000004,0.012500000000045475,37.18803889701466
50,0.1,0,AR2,pcglassoFast_PrimalDual,C,9.999999999999982e-9,0.04250000000001819,37.18144849163653
50,0.1,0,AR2,pcglassoFast_PrimalDual,C,3.5111917342151263e-8,0.045999999999935426,37.18144849923439
50,0.1,0,AR2,pcglassoFast_PrimalDual,C,1.2328467394420646e-7,0.04399999999998272,37.18144851397718
50,0.1,0,AR2,pcglassoFast_PrimalDual,C,4.328761281083054e-7,0.03599999999994452,37.181448677625085
50,0.1,0,AR2,pcglassoFast_PrimalDual,C,1.5199110829529328e-6,0.033999999999991815,37.181449019759185
50,0.1,0,AR2,pcglassoFast_PrimalDual,C,5.336699231206308e-6,0.03150000000005093,37.181450060390816
50,0.1,0,AR2,pcglassoFast_PrimalDual,C,1.873817422860384e-5,0.029999999999972715,37.18145308217401
50,0.1,0,AR2,pcglassoFast_PrimalDual,C,6.579332246575681e-5,0.027500000000031832,37.18146221691111
50,0.1,0,AR2,pcglassoFast_PrimalDual,C,2.310129700083161e-4,0.025999999999953616,37.18148949479714
50,0.1,0,AR2,pcglassoFast_PrimalDual,C,8.11130830789687e-4,0.027000000000043656,37.18182263387965
50,0.1,0,AR2,pcglassoFast_PrimalDual,C,0.002848035868435802,0.01899999999989177,37.182593869851715
50,0.1,0,AR2,pcglassoFast_PrimalDual,C,0.010000000000000004,0.026000000000067303,37.184985639821726
50,0.1,0,AR2,pcglassoFast_PrimalDual,I,9.999999999999982e-9,0.045999999999935426,37.18144848600184
50,0.1,0,AR2,pcglassoFast_PrimalDual,I,3.5111917342151263e-8,0.04349999999999454,37.181448502366976
50,0.1,0,AR2,pcglassoFast_PrimalDual,I,1.2328467394420646e-7,0.0404999999999518,37.18144855522614
50,0.1,0,AR2,pcglassoFast_PrimalDual,I,4.328761281083054e-7,0.038499999999885404,37.18144864188597
50,0.1,0,AR2,pcglassoFast_PrimalDual,I,1.5199110829529328e-6,0.03700000000003456,37.181448919535775
50,0.1,0,AR2,pcglassoFast_PrimalDual,I,5.336699231206308e-6,0.03449999999997999,37.181449715340484
50,0.1,0,AR2,pcglassoFast_PrimalDual,I,1.873817422860384e-5,0.032500000000027285,37.181452028134196
50,0.1,0,AR2,pcglassoFast_PrimalDual,I,6.579332246575681e-5,0.03200000000003911,37.1814791510624
50,0.1,0,AR2,pcglassoFast_PrimalDual,I,2.310129700083161e-4,0.03200000000003911,37.181539638009085
50,0.1,0,AR2,pcglassoFast_PrimalDual,I,8.11130830789687e-4,0.024999999999977263,37.18171990239439
50,0.1,0,AR2,pcglassoFast_PrimalDual,I,0.002848035868435802,0.022000000000048203,37.18226121634404
50,0.1,0,AR2,pcglassoFast_PrimalDual,I,0.010000000000000004,0.01999999999998181,37.18389387005603
50,0.1,0,hub_09,pcglasso,C,9.999999999999982e-9,0.10100000000002751,43.586357467040656
50,0.1,0,hub_09,pcglasso,C,3.5111917342151263e-8,0.20050000000000523,43.586357469079445
50,0.1,0,hub_09,pcglasso,C,1.2328467394420646e-7,0.08700000000001751,43.586357554156336
50,0.1,0,hub_09,pcglasso,C,4.328761281083054e-7,0.0700000000000216,43.58635890932088
50,0.1,0,hub_09,pcglasso,C,1.5199110829529328e-6,0.06049999999999045,43.58638601046275
50,0.1,0,hub_09,pcglasso,C,5.336699231206308e-6,0.05850000000000932,43.58656282971046
50,0.1,0,hub_09,pcglasso,C,1.873817422860384e-5,0.04300000000003479,43.588398607930664
50,0.1,0,hub_09,pcglasso,C,6.579332246575681e-5,0.02600000000001046,43.59676278390899
50,0.1,0,hub_09,pcglasso,C,2.310129700083161e-4,0.017499999999984084,43.76005793897534
50,0.1,0,hub_09,pcglasso,C,8.11130830789687e-4,0.006499999999988404,50.27773026897091
50,0.1,0,hub_09,pcglasso,C,0.002848035868435802,0.0055000000000404725,55.272700779278544
50,0.1,0,hub_09,pcglasso,C,0.010000000000000004,0.006000000000028649,53.92392846519867
50,0.1,0,hub_09,pcglasso,I,9.999999999999982e-9,0.09950000000000614,43.58635747483086
50,0.1,0,hub_09,pcglasso,I,3.5111917342151263e-8,0.09349999999997749,43.58635747917188
50,0.1,0,hub_09,pcglasso,I,1.2328467394420646e-7,0.07500000000001705,43.58635755722834
50,0.1,0,hub_09,pcglasso,I,4.328761281083054e-7,0.07749999999998636,43.586358466155794
50,0.1,0,hub_09,pcglasso,I,1.5199110829529328e-6,0.06800000000001205,43.58636766005565
50,0.1,0,hub_09,pcglasso,I,5.336699231206308e-6,0.1640000000000157,43.58644130238701
50,0.1,0,hub_09,pcglasso,I,1.873817422860384e-5,0.03750000000002274,43.58841519069384
50,0.1,0,hub_09,pcglasso,I,6.579332246575681e-5,0.022500000000007958,43.61225547445255
50,0.1,0,hub_09,pcglasso,I,2.310129700083161e-4,0.010500000000007503,43.77185296838739
50,0.1,0,hub_09,pcglasso,I,8.11130830789687e-4,0.008000000000009777,44.097914052864
50,0.1,0,hub_09,pcglasso,I,0.002848035868435802,0.006499999999988404,44.001696923714576
50,0.1,0,hub_09,pcglasso,I,0.010000000000000004,0.006499999999988404,44.001696923714576
50,0.1,0,hub_09,pcglassoFast_Dual,C,9.999999999999982e-9,0.19899999999998386,43.58635747170696
50,0.1,0,hub_09,pcglassoFast_Dual,C,3.5111917342151263e-8,0.06100000000000705,43.586357509071085
50,0.1,0,hub_09,pcglassoFast_Dual,C,1.2328467394420646e-7,0.16499999999996362,43.58635753114155
50,0.1,0,hub_09,pcglassoFast_Dual,C,4.328761281083054e-7,0.059499999999985675,43.58635762070605
50,0.1,0,hub_09,pcglassoFast_Dual,C,1.5199110829529328e-6,0.05000000000001137,43.58635807900278
50,0.1,0,hub_09,pcglassoFast_Dual,C,5.336699231206308e-6,0.03999999999999204,43.586362605153575
50,0.1,0,hub_09,pcglassoFast_Dual,C,1.873817422860384e-5,0.03700000000000614,43.586366819067145
50,0.1,0,hub_09,pcglassoFast_Dual,C,6.579332246575681e-5,0.03350000000000364,43.5864421128449
50,0.1,0,hub_09,pcglassoFast_Dual,C,2.310129700083161e-4,0.02200000000001978,43.58652940210663
50,0.1,0,hub_09,pcglassoFast_Dual,C,8.11130830789687e-4,0.02050000000002683,43.587090305853444
50,0.1,0,hub_09,pcglassoFast_Dual,C,0.002848035868435802,0.015500000000002956,43.58996081172903
50,0.1,0,hub_09,pcglassoFast_Dual,C,0.010000000000000004,0.013999999999981583,43.59196074887555
50,0.1,0,hub_09,pcglassoFast_Dual,I,9.999999999999982e-9,0.057499999999976126,43.5863574715412
50,0.1,0,hub_09,pcglassoFast_Dual,I,3.5111917342151263e-8,0.17600000000001614,43.586357496518254
50,0.1,0,hub_09,pcglassoFast_Dual,I,1.2328467394420646e-7,0.16650000000001342,43.58635753007532
50,0.1,0,hub_09,pcglassoFast_Dual,I,4.328761281083054e-7,0.03899999999998727,43.58635762747197
50,0.1,0,hub_09,pcglassoFast_Dual,I,1.5199110829529328e-6,0.03550000000001319,43.58635808216812
50,0.1,0,hub_09,pcglassoFast_Dual,I,5.336699231206308e-6,0.033999999999991815,43.58636123691092
50,0.1,0,hub_09,pcglassoFast_Dual,I,1.873817422860384e-5,0.024500000000017508,43.5863655246159
50,0.1,0,hub_09,pcglassoFast_Dual,I,6.579332246575681e-5,0.021500000000003183,43.58638675771644
50,0.1,0,hub_09,pcglassoFast_Dual,I,2.310129700083161e-4,0.01799999999997226,43.58646948256619
50,0.1,0,hub_09,pcglassoFast_Dual,I,8.11130830789687e-4,0.013499999999993406,43.58705846240781
50,0.1,0,hub_09,pcglassoFast_Dual,I,0.002848035868435802,0.011000000000024102,43.59190145102103
50,0.1,0,hub_09,pcglassoFast_Dual,I,0.010000000000000004,0.00899999999998613,43.59386569897063
50,0.1,0,hub_09,pcglassoFast_Primal,C,9.999999999999982e-9,0.033999999999991815,43.586357469437154
50,0.1,0,hub_09,pcglassoFast_Primal,C,3.5111917342151263e-8,0.02949999999998454,43.58635749343429
50,0.1,0,hub_09,pcglassoFast_Primal,C,1.2328467394420646e-7,0.03149999999999409,43.586357528003745
50,0.1,0,hub_09,pcglassoFast_Primal,C,4.328761281083054e-7,0.027999999999991587,43.58635776516134
50,0.1,0,hub_09,pcglassoFast_Primal,C,1.5199110829529328e-6,0.024999999999977263,43.58635812296254
50,0.1,0,hub_09,pcglassoFast_Primal,C,5.336699231206308e-6,0.023500000000012733,43.58636066320475
50,0.1,0,hub_09,pcglassoFast_Primal,C,1.873817422860384e-5,0.022499999999979536,43.58636461592896
50,0.1,0,hub_09,pcglassoFast_Primal,C,6.579332246575681e-5,0.019000000000005457,43.586394011365286
50,0.1,0,hub_09,pcglassoFast_Primal,C,2.310129700083161e-4,0.018000000000000682,43.586441036363404
50,0.1,0,hub_09,pcglassoFast_Primal,C,8.11130830789687e-4,0.015499999999974534,43.58680526629657
50,0.1,0,hub_09,pcglassoFast_Primal,C,0.002848035868435802,0.014000000000010004,43.587401602122185
50,0.1,0,hub_09,pcglassoFast_Primal,C,0.010000000000000004,0.012000000000000455,43.59219267041598
50,0.1,0,hub_09,pcglassoFast_Primal,I,9.999999999999982e-9,0.039500000000003865,43.58635746761963
50,0.1,0,hub_09,pcglassoFast_Primal,I,3.5111917342151263e-8,0.17199999999999704,43.586357485625484
50,0.1,0,hub_09,pcglassoFast_Primal,I,1.2328467394420646e-7,0.03499999999999659,43.58635751227763
50,0.1,0,hub_09,pcglassoFast_Primal,I,4.328761281083054e-7,0.029500000000041382,43.58635770060208
50,0.1,0,hub_09,pcglassoFast_Primal,I,1.5199110829529328e-6,0.025000000000034106,43.586358617055055
50,0.1,0,hub_09,pcglassoFast_Primal,I,5.336699231206308e-6,0.02400000000000091,43.586359986873724
50,0.1,0,hub_09,pcglassoFast_Primal,I,1.873817422860384e-5,0.02149999999997476,43.58636931924603
50,0.1,0,hub_09,pcglassoFast_Primal,I,6.579332246575681e-5,0.019000000000005457,43.586411672366964
50,0.1,0,hub_09,pcglassoFast_Primal,I,2.310129700083161e-4,0.017500000000012506,43.58647231639731
50,0.1,0,hub_09,pcglassoFast_Primal,I,8.11130830789687e-4,0.015500000000002956,43.58686412758561
50,0.1,0,hub_09,pcglassoFast_Primal,I,0.002848035868435802,0.012000000000000455,43.588583662240204
50,0.1,0,hub_09,pcglassoFast_Primal,I,0.010000000000000004,0.009999999999990905,43.59108648068944
50,0.1,0,hub_09,pcglassoFast_PrimalDual,C,9.999999999999982e-9,0.03550000000001319,43.58635748268098
50,0.1,0,hub_09,pcglassoFast_PrimalDual,C,3.5111917342151263e-8,0.036000000000001364,43.58635749013024
50,0.1,0,hub_09,pcglassoFast_PrimalDual,C,1.2328467394420646e-7,0.03249999999999886,43.58635750939135
50,0.1,0,hub_09,pcglassoFast_PrimalDual,C,4.328761281083054e-7,0.033499999999975216,43.58635758093757
50,0.1,0,hub_09,pcglassoFast_PrimalDual,C,1.5199110829529328e-6,0.030000000000001137,43.58635776016248
50,0.1,0,hub_09,pcglassoFast_PrimalDual,C,5.336699231206308e-6,0.03200000000001069,43.58636006234393
50,0.1,0,hub_09,pcglassoFast_PrimalDual,C,1.873817422860384e-5,0.023000000000024556,43.5863653803724
50,0.1,0,hub_09,pcglassoFast_PrimalDual,C,6.579332246575681e-5,0.021500000000003183,43.586382219216425
50,0.1,0,hub_09,pcglassoFast_PrimalDual,C,2.310129700083161e-4,0.019499999999993634,43.58643767972899
50,0.1,0,hub_09,pcglassoFast_PrimalDual,C,8.11130830789687e-4,0.01700000000002433,43.5866343149044
50,0.1,0,hub_09,pcglassoFast_PrimalDual,C,0.002848035868435802,0.017499999999984084,43.5866343149044
50,0.1,0,hub_09,pcglassoFast_PrimalDual,C,0.010000000000000004,0.014999999999986358,43.5874189382095
50,0.1,0,hub_09,pcglassoFast_PrimalDual,I,9.999999999999982e-9,0.04199999999997317,43.58635747939733
50,0.1,0,hub_09,pcglassoFast_PrimalDual,I,3.5111917342151263e-8,0.03849999999999909,43.58635749207738
50,0.1,0,hub_09,pcglassoFast_PrimalDual,I,1.2328467394420646e-7,0.03899999999998727,43.586357507534906
50,0.1,0,hub_09,pcglassoFast_PrimalDual,I,4.328761281083054e-7,0.03700000000000614,43.58635770339053
50,0.1,0,hub_09,pcglassoFast_PrimalDual,I,1.5199110829529328e-6,0.03100000000000591,43.586358131733625
50,0.1,0,hub_09,pcglassoFast_PrimalDual,I,5.336699231206308e-6,0.030000000000001137,43.58635943427741
50,0.1,0,hub_09,pcglassoFast_PrimalDual,I,1.873817422860384e-5,0.02750000000000341,43.586363356288174
50,0.1,0,hub_09,pcglassoFast_PrimalDual,I,6.579332246575681e-5,0.025000000000005684,43.58637520700906
50,0.1,0,hub_09,pcglassoFast_PrimalDual,I,2.310129700083161e-4,0.02400000000000091,43.58641088562294
50,0.1,0,hub_09,pcglassoFast_PrimalDual,I,8.11130830789687e-4,0.021500000000003183,43.58651824935216
50,0.1,0,hub_09,pcglassoFast_PrimalDual,I,0.002848035868435802,0.023000000000024556,43.58684216259894
50,0.1,0,hub_09,pcglassoFast_PrimalDual,I,0.010000000000000004,0.014999999999986358,43.590734138920176
50,0.1,0,hub_1,pcglasso,C,9.999999999999982e-9,1.0575000000000045,13.02061700865756
50,0.1,0,hub_1,pcglasso,C,3.5111917342151263e-8,0.7425000000000637,13.020617137272058
50,0.1,0,hub_1,pcglasso,C,1.2328467394420646e-7,0.7269999999999754,13.020618963131579
50,0.1,0,hub_1,pcglasso,C,4.328761281083054e-7,0.60349999999994,13.020634443085804
50,0.1,0,hub_1,pcglasso,C,1.5199110829529328e-6,0.3170000000000073,13.020850661593121
50,0.1,0,hub_1,pcglasso,C,5.336699231206308e-6,0.1874999999998863,13.023721135275693
50,0.1,0,hub_1,pcglasso,C,1.873817422860384e-5,0.1029999999999518,13.035739639357871
50,0.1,0,hub_1,pcglasso,C,6.579332246575681e-5,0.07099999999991269,13.084844786342503
50,0.1,0,hub_1,pcglasso,C,2.310129700083161e-4,0.055000000000063665,13.810297656447174
50,0.1,0,hub_1,pcglasso,C,8.11130830789687e-4,0.026000000000067303,24.08982822089355
50,0.1,0,hub_1,pcglasso,C,0.002848035868435802,0.032000000000152795,24.08982822089355
50,0.1,0,hub_1,pcglasso,C,0.010000000000000004,0.02699999999992997,24.08982822089355
50,0.1,0,hub_1,pcglasso,I,9.999999999999982e-9,1.9939999999999145,13.020617009233813
50,0.1,0,hub_1,pcglasso,I,3.5111917342151263e-8,1.3740000000000236,13.020617079038264
50,0.1,0,hub_1,pcglasso,I,1.2328467394420646e-7,0.96449999999993,13.020618630105755
50,0.1,0,hub_1,pcglasso,I,4.328761281083054e-7,0.7395000000000209,13.020635464491669
50,0.1,0,hub_1,pcglasso,I,1.5199110829529328e-6,0.6369999999998299,13.020895751277772
50,0.1,0,hub_1,pcglasso,I,5.336699231206308e-6,0.3004999999999427,13.023677898048
50,0.1,0,hub_1,pcglasso,I,1.873817422860384e-5,0.18099999999992633,13.14187922205834
50,0.1,0,hub_1,pcglasso,I,6.579332246575681e-5,0.02800000000002001,14.192247634144763
50,0.1,0,hub_1,pcglasso,I,2.310129700083161e-4,0.02250000000003638,14.614721542686961
50,0.1,0,hub_1,pcglasso,I,8.11130830789687e-4,0.017500000000040927,15.339048967841974
50,0.1,0,hub_1,pcglasso,I,0.002848035868435802,0.010499999999979082,16.380113752058566
50,0.1,0,hub_1,pcglasso,I,0.010000000000000004,0.014999999999986358,17.680177659518076
50,0.1,0,hub_1,pcglassoFast_Dual,C,9.999999999999982e-9,1.711500000000001,13.020617053953359
50,0.1,0,hub_1,pcglassoFast_Dual,C,3.5111917342151263e-8,1.4689999999999372,13.020617316660317
50,0.1,0,hub_1,pcglassoFast_Dual,C,1.2328467394420646e-7,1.343499999999949,13.020617675078508
50,0.1,0,hub_1,pcglassoFast_Dual,C,4.328761281083054e-7,1.0769999999999982,13.020648949651992
50,0.1,0,hub_1,pcglassoFast_Dual,C,1.5199110829529328e-6,1.3490000000000464,13.020625880032988
50,0.1,0,hub_1,pcglassoFast_Dual,C,5.336699231206308e-6,0.9200000000000728,13.020650685576424
50,0.1,0,hub_1,pcglassoFast_Dual,C,1.873817422860384e-5,0.7329999999999472,13.020736829141716
50,0.1,0,hub_1,pcglassoFast_Dual,C,6.579332246575681e-5,0.3389999999999418,13.026609784940938
50,0.1,0,hub_1,pcglassoFast_Dual,C,2.310129700083161e-4,0.18849999999997635,13.044938353903724
50,0.1,0,hub_1,pcglassoFast_Dual,C,8.11130830789687e-4,0.31150000000002365,13.025463740160095
50,0.1,0,hub_1,pcglassoFast_Dual,C,0.002848035868435802,0.11750000000017735,13.065090650885473
50,0.1,0,hub_1,pcglassoFast_Dual,C,0.010000000000000004,0.11350000000004457,13.067598317600345
50,0.1,0,hub_1,pcglassoFast_Dual,I,9.999999999999982e-9,1.4529999999999745,13.020617052983232
50,0.1,0,hub_1,pcglassoFast_Dual,I,3.5111917342151263e-8,1.31149999999991,13.020617323128285
50,0.1,0,hub_1,pcglassoFast_Dual,I,1.2328467394420646e-7,1.4225000000000136,13.020617760187736
50,0.1,0,hub_1,pcglassoFast_Dual,I,4.328761281083054e-7,1.0019999999999527,13.020629694568836
50,0.1,0,hub_1,pcglassoFast_Dual,I,1.5199110829529328e-6,1.1394999999999982,13.020625888426839
50,0.1,0,hub_1,pcglassoFast_Dual,I,5.336699231206308e-6,1.0135000000000218,13.020650017986494
50,0.1,0,hub_1,pcglassoFast_Dual,I,1.873817422860384e-5,0.7764999999998281,13.020737021132884
50,0.1,0,hub_1,pcglassoFast_Dual,I,6.579332246575681e-5,1.1340000000000146,13.021057267302027
50,0.1,0,hub_1,pcglassoFast_Dual,I,2.310129700083161e-4,0.5524999999998954,13.02206489897057
50,0.1,0,hub_1,pcglassoFast_Dual,I,8.11130830789687e-4,0.31350000000009004,13.055986276930511
50,0.1,0,hub_1,pcglassoFast_Dual,I,0.002848035868435802,0.15049999999996544,13.439454177302053
50,0.1,0,hub_1,pcglassoFast_Dual,I,0.010000000000000004,0.2545000000000073,13.09304316376869
50,0.1,0,hub_1,pcglassoFast_Primal,C,9.999999999999982e-9,0.5405000000000655,13.020617403545334
50,0.1,0,hub_1,pcglassoFast_Primal,C,3.5111917342151263e-8,0.4660000000001219,13.020618410848108
50,0.1,0,hub_1,pcglassoFast_Primal,C,1.2328467394420646e-7,0.39449999999987995,13.020622056946863
50,0.1,0,hub_1,pcglassoFast_Primal,C,4.328761281083054e-7,0.31899999999996,13.020629842546661
50,0.1,0,hub_1,pcglassoFast_Primal,C,1.5199110829529328e-6,0.2665000000000646,13.020643388886874
50,0.1,0,hub_1,pcglassoFast_Primal,C,5.336699231206308e-6,0.23900000000003274,13.0206447959198
50,0.1,0,hub_1,pcglassoFast_Primal,C,1.873817422860384e-5,0.20650000000000546,13.020669246919406
50,0.1,0,hub_1,pcglassoFast_Primal,C,6.579332246575681e-5,0.18649999999990996,13.020823551014614
50,0.1,0,hub_1,pcglassoFast_Primal,C,2.310129700083161e-4,0.17450000000008004,13.021412538061025
50,0.1,0,hub_1,pcglassoFast_Primal,C,8.11130830789687e-4,0.12449999999989814,13.023151377074807
50,0.1,0,hub_1,pcglassoFast_Primal,C,0.002848035868435802,0.10000000000002274,13.02741262487156
50,0.1,0,hub_1,pcglassoFast_Primal,C,0.010000000000000004,0.07799999999997453,13.040640292588112
50,0.1,0,hub_1,pcglassoFast_Primal,I,9.999999999999982e-9,0.6544999999999845,13.020617455467889
50,0.1,0,hub_1,pcglassoFast_Primal,I,3.5111917342151263e-8,0.54950000000008,13.020618547207798
50,0.1,0,hub_1,pcglassoFast_Primal,I,1.2328467394420646e-7,0.5570000000000164,13.020621890828439
50,0.1,0,hub_1,pcglassoFast_Primal,I,4.328761281083054e-7,0.3450000000000273,13.020630524029999
50,0.1,0,hub_1,pcglassoFast_Primal,I,1.5199110829529328e-6,0.3025000000000091,13.020639476202795
50,0.1,0,hub_1,pcglassoFast_Primal,I,5.336699231206308e-6,0.27149999999994634,13.020650099375729
50,0.1,0,hub_1,pcglassoFast_Primal,I,1.873817422860384e-5,0.24449999999990268,13.020715293009722
50,0.1,0,hub_1,pcglassoFast_Primal,I,6.579332246575681e-5,0.22149999999999181,13.020982168408587
