p,lambda,alpha,K_structure,solver,starting_point,tolerance,m,status,time,f_end,error
200,0.2,0,hub_09,pcglasso,C,9.999999999999982e-9,1,ok,6.0930000000000035,199.8719210333041,NA
200,0.2,0,hub_09,pcglasso,C,9.999999999999982e-9,2,ok,6.083999999999996,199.8719210333041,NA
200,0.1,0.5,hub_09,pcglasso,C,9.999999999999982e-9,1,ok,3.458000000000002,169.31078643532203,NA
200,0.1,0.5,hub_09,pcglasso,C,9.999999999999982e-9,2,ok,3.4470000000000027,169.31078643532203,NA
200,0.2,0.5,hub_09,pcglasso,C,9.999999999999982e-9,1,ok,0.5010000000000012,169.31471807488612,NA
200,0.2,0.5,hub_09,pcglasso,C,9.999999999999982e-9,2,ok,0.5,169.31471807488612,NA
200,0.1,0,AR2,pcglasso,C,9.999999999999982e-9,1,ok,4.321999999999999,163.96660534629484,NA
200,0.1,0,AR2,pcglasso,C,9.999999999999982e-9,2,ok,4.564,163.96660534629484,NA
200,0.2,0,AR2,pcglasso,C,9.999999999999982e-9,1,ok,3.733999999999998,188.57412731794338,NA
200,0.2,0,AR2,pcglasso,C,9.999999999999982e-9,2,ok,3.794999999999998,188.57412731794338,NA
200,0.1,0.5,AR2,pcglasso,C,9.999999999999982e-9,1,ok,1.666999999999998,167.0540789038516,NA
200,0.1,0.5,AR2,pcglasso,C,9.999999999999982e-9,2,ok,1.6699999999999982,167.0540789038516,NA
200,0.2,0.5,AR2,pcglasso,C,9.999999999999982e-9,1,ok,1.4410000000000025,169.29222414372902,NA
200,0.2,0.5,AR2,pcglasso,C,9.999999999999982e-9,2,ok,1.4470000000000027,169.29222414372902,NA
200,0.1,0,random,pcglasso,C,9.999999999999982e-9,1,ok,19.691999999999993,146.15225822880404,NA
200,0.1,0,random,pcglasso,C,9.999999999999982e-9,2,ok,19.315999999999995,146.15225822880404,NA
200,0.2,0,random,pcglasso,C,9.999999999999982e-9,1,ok,30.491,159.60513325849294,NA
200,0.2,0,random,pcglasso,C,9.999999999999982e-9,2,ok,30.387,159.60513325849294,NA
200,0.1,0.5,random,pcglasso,C,9.999999999999982e-9,1,ok,15.160999999999994,156.35691180723074,NA
200,0.1,0.5,random,pcglasso,C,9.999999999999982e-9,2,ok,15.086999999999996,156.35691180723074,NA
200,0.2,0.5,random,pcglasso,C,9.999999999999982e-9,1,ok,11.994,161.00734420156894,NA
200,0.2,0.5,random,pcglasso,C,9.999999999999982e-9,2,ok,11.75,161.00734420156894,NA
200,0.1,0,hub_1,pcglassoFast_Primal,I,9.999999999999982e-9,1,ok,19.256,68.6644570945149,NA
200,0.1,0,hub_1,pcglassoFast_Primal,I,9.999999999999982e-9,2,ok,19.186999999999998,68.6644570945149,NA
200,0.2,0,hub_1,pcglassoFast_Primal,I,9.999999999999982e-9,1,ok,229.61,72.11594694492902,NA
200,0.2,0,hub_1,pcglassoFast_Primal,I,9.999999999999982e-9,2,ok,230.32500000000002,72.11594694492902,NA
200,0.1,0.5,hub_1,pcglassoFast_Primal,I,9.999999999999982e-9,1,ok,93.82600000000002,107.79923162548796,NA
200,0.1,0.5,hub_1,pcglassoFast_Primal,I,9.999999999999982e-9,2,ok,94.79099999999997,107.79923162548796,NA
200,0.2,0.5,hub_1,pcglassoFast_Primal,I,9.999999999999982e-9,1,ok,160.401,110.60045887573867,NA
200,0.2,0.5,hub_1,pcglassoFast_Primal,I,9.999999999999982e-9,2,ok,161.218,110.60045887573867,NA
200,0.1,0,hub_09,pcglassoFast_Primal,I,9.999999999999982e-9,1,ok,0.7489999999999952,197.2643520528415,NA
200,0.1,0,hub_09,pcglassoFast_Primal,I,9.999999999999982e-9,2,ok,0.7620000000000005,197.2643520528415,NA
200,0.2,0,hub_09,pcglassoFast_Primal,I,9.999999999999982e-9,1,ok,2.521000000000001,199.8719210372221,NA
200,0.2,0,hub_09,pcglassoFast_Primal,I,9.999999999999982e-9,2,ok,2.514000000000003,199.8719210372221,NA
200,0.1,0.5,hub_09,pcglassoFast_Primal,I,9.999999999999982e-9,1,ok,0.6360000000000028,169.3107864354674,NA
200,0.1,0.5,hub_09,pcglassoFast_Primal,I,9.999999999999982e-9,2,ok,0.6310000000000002,169.3107864354674,NA
200,0.2,0.5,hub_09,pcglassoFast_Primal,I,9.999999999999982e-9,1,ok,0.15300000000000225,169.31471805599455,NA
200,0.2,0.5,hub_09,pcglassoFast_Primal,I,9.999999999999982e-9,2,ok,0.15399999999999991,169.31471805599455,NA
200,0.1,0,AR2,pcglassoFast_Primal,I,9.999999999999982e-9,1,ok,1.4390000000000072,163.96660534427554,NA
200,0.1,0,AR2,pcglassoFast_Primal,I,9.999999999999982e-9,2,ok,1.4339999999999975,163.96660534427554,NA
200,0.2,0,AR2,pcglassoFast_Primal,I,9.999999999999982e-9,1,ok,1.038000000000011,188.5741273096456,NA
200,0.2,0,AR2,pcglassoFast_Primal,I,9.999999999999982e-9,2,ok,1.0670000000000073,188.5741273096456,NA
200,0.1,0.5,AR2,pcglassoFast_Primal,I,9.999999999999982e-9,1,ok,0.6340000000000003,167.05407890403632,NA
200,0.1,0.5,AR2,pcglassoFast_Primal,I,9.999999999999982e-9,2,ok,0.6430000000000007,167.05407890403632,NA
200,0.2,0.5,AR2,pcglassoFast_Primal,I,9.999999999999982e-9,1,ok,0.382000000000005,169.29222414376648,NA
200,0.2,0.5,AR2,pcglassoFast_Primal,I,9.999999999999982e-9,2,ok,0.38999999999998636,169.29222414376648,NA
200,0.1,0,random,pcglassoFast_Primal,I,9.999999999999982e-9,1,ok,56.031,146.15225862392853,NA
200,0.1,0,random,pcglassoFast_Primal,I,9.999999999999982e-9,2,ok,56.681000000000004,146.15225862392853,NA
200,0.2,0,random,pcglassoFast_Primal,I,9.999999999999982e-9,1,ok,42.757,159.6051315591509,NA
200,0.2,0,random,pcglassoFast_Primal,I,9.999999999999982e-9,2,ok,42.919000000000004,159.6051315591509,NA
200,0.1,0.5,random,pcglassoFast_Primal,I,9.999999999999982e-9,1,ok,21.989000000000004,156.35691170665487,NA
200,0.1,0.5,random,pcglassoFast_Primal,I,9.999999999999982e-9,2,ok,22.015,156.35691170665487,NA
200,0.2,0.5,random,pcglassoFast_Primal,I,9.999999999999982e-9,1,ok,16.555000000000003,161.00734395957403,NA
200,0.2,0.5,random,pcglassoFast_Primal,I,9.999999999999982e-9,2,ok,16.991,161.00734395957403,NA
200,0.1,0,hub_1,pcglassoFast_Dual,I,9.999999999999982e-9,1,ok,106.22399999999999,68.6644569796464,NA
200,0.1,0,hub_1,pcglassoFast_Dual,I,9.999999999999982e-9,2,ok,105.762,68.6644569796464,NA
200,0.2,0,hub_1,pcglassoFast_Dual,I,9.999999999999982e-9,1,ok,28.845999999999997,72.11594065298434,NA
200,0.2,0,hub_1,pcglassoFast_Dual,I,9.999999999999982e-9,2,ok,29.073999999999998,72.11594065298434,NA
200,0.1,0.5,hub_1,pcglassoFast_Dual,I,9.999999999999982e-9,1,ok,18.406000000000002,107.79923020853141,NA
200,0.1,0.5,hub_1,pcglassoFast_Dual,I,9.999999999999982e-9,2,ok,18.593,107.79923020853141,NA
200,0.2,0.5,hub_1,pcglassoFast_Dual,I,9.999999999999982e-9,1,ok,6.722000000000001,110.60045643805526,NA
200,0.2,0.5,hub_1,pcglassoFast_Dual,I,9.999999999999982e-9,2,ok,6.799000000000003,110.60045643805526,NA
200,0.1,0,hub_09,pcglassoFast_Dual,I,9.999999999999982e-9,1,ok,0.23400000000000887,197.26435205530026,NA
200,0.1,0,hub_09,pcglassoFast_Dual,I,9.999999999999982e-9,2,ok,0.2289999999999992,197.26435205530026,NA
200,0.2,0,hub_09,pcglassoFast_Dual,I,9.999999999999982e-9,1,ok,0.5549999999999926,199.87192103549393,NA
200,0.2,0,hub_09,pcglassoFast_Dual,I,9.999999999999982e-9,2,ok,0.5529999999999973,199.87192103549393,NA
200,0.1,0.5,hub_09,pcglassoFast_Dual,I,9.999999999999982e-9,1,ok,0.2259999999999991,169.31078643649752,NA
200,0.1,0.5,hub_09,pcglassoFast_Dual,I,9.999999999999982e-9,2,ok,0.23399999999999466,169.31078643649752,NA
200,0.2,0.5,hub_09,pcglassoFast_Dual,I,9.999999999999982e-9,1,ok,0.1739999999999995,169.31471805599455,NA
200,0.2,0.5,hub_09,pcglassoFast_Dual,I,9.999999999999982e-9,2,ok,0.16400000000000148,169.31471805599455,NA
200,0.1,0,AR2,pcglassoFast_Dual,I,9.999999999999982e-9,1,ok,0.4029999999999916,163.96660534009987,NA
200,0.1,0,AR2,pcglassoFast_Dual,I,9.999999999999982e-9,2,ok,0.40100000000001046,163.96660534009987,NA
200,0.2,0,AR2,pcglassoFast_Dual,I,9.999999999999982e-9,1,ok,0.21300000000002228,188.57412730935783,NA
200,0.2,0,AR2,pcglassoFast_Dual,I,9.999999999999982e-9,2,ok,0.20699999999999363,188.57412730935783,NA
200,0.1,0.5,AR2,pcglassoFast_Dual,I,9.999999999999982e-9,1,ok,0.12999999999999545,167.05407890390558,NA
200,0.1,0.5,AR2,pcglassoFast_Dual,I,9.999999999999982e-9,2,ok,0.132000000000005,167.05407890390558,NA
200,0.2,0.5,AR2,pcglassoFast_Dual,I,9.999999999999982e-9,1,ok,0.09600000000000364,169.29222414376483,NA
200,0.2,0.5,AR2,pcglassoFast_Dual,I,9.999999999999982e-9,2,ok,0.09399999999999409,169.29222414376483,NA
200,0.1,0,random,pcglassoFast_Dual,I,9.999999999999982e-9,1,ok,7.0120000000000005,146.15225794836226,NA
200,0.1,0,random,pcglassoFast_Dual,I,9.999999999999982e-9,2,ok,6.989000000000004,146.15225794836226,NA
200,0.2,0,random,pcglassoFast_Dual,I,9.999999999999982e-9,1,ok,6.347000000000001,159.60513132598098,NA
200,0.2,0,random,pcglassoFast_Dual,I,9.999999999999982e-9,2,ok,6.304000000000002,159.60513132598098,NA
200,0.1,0.5,random,pcglassoFast_Dual,I,9.999999999999982e-9,1,ok,4.990000000000002,156.3569116171971,NA
200,0.1,0.5,random,pcglassoFast_Dual,I,9.999999999999982e-9,2,ok,4.9169999999999945,156.3569116171971,NA
200,0.2,0.5,random,pcglassoFast_Dual,I,9.999999999999982e-9,1,ok,2.428000000000001,161.00734390012357,NA
200,0.2,0.5,random,pcglassoFast_Dual,I,9.999999999999982e-9,2,ok,2.4609999999999985,161.00734390012357,NA
200,0.1,0,hub_1,pcglassoFast_PrimalDual,I,9.999999999999982e-9,1,ok,8.48299999999999,68.66445698252791,NA
200,0.1,0,hub_1,pcglassoFast_PrimalDual,I,9.999999999999982e-9,2,ok,8.457999999999998,68.66445698252791,NA
200,0.2,0,hub_1,pcglassoFast_PrimalDual,I,9.999999999999982e-9,1,ok,2.8239999999999554,72.11594065179679,NA
200,0.2,0,hub_1,pcglassoFast_PrimalDual,I,9.999999999999982e-9,2,ok,2.7959999999999923,72.11594065179679,NA
200,0.1,0.5,hub_1,pcglassoFast_PrimalDual,I,9.999999999999982e-9,1,ok,2.1129999999999995,107.79923020226276,NA
200,0.1,0.5,hub_1,pcglassoFast_PrimalDual,I,9.999999999999982e-9,2,ok,2.1170000000000044,107.79923020226276,NA
200,0.2,0.5,hub_1,pcglassoFast_PrimalDual,I,9.999999999999982e-9,1,ok,0.8500000000000227,110.60045643552043,NA
200,0.2,0.5,hub_1,pcglassoFast_PrimalDual,I,9.999999999999982e-9,2,ok,1.0879999999999939,110.60045643552043,NA
200,0.1,0,hub_09,pcglassoFast_PrimalDual,I,9.999999999999982e-9,1,ok,0.6490000000000009,197.26435205725332,NA
200,0.1,0,hub_09,pcglassoFast_PrimalDual,I,9.999999999999982e-9,2,ok,0.659000000000006,197.26435205725332,NA
