p,lambda,alpha,K_structure,solver,starting_point,tolerance,time_median,f_end
50,0.2,0.5,hub_1,pcglasso,I,1.5848931924611096e-7,0.1310000000000855,28.913687752643597
50,0.2,0.5,hub_1,pcglasso,I,2.5118864315095806e-6,0.11500000000023647,28.913718751702827
50,0.2,0.5,hub_1,pcglasso,I,3.98107170553497e-5,0.07349999999996726,28.922107322570106
50,0.2,0.5,hub_1,pcglasso,I,6.309573444801935e-4,0.010000000000104592,33.41840839484576
50,0.2,0.5,hub_1,pcglasso,I,0.010000000000000004,0.005000000000109139,34.690178308580315
50,0.2,0.5,hub_1,pcglassoFast_Dual,C,9.999999999999982e-9,0.09400000000005093,28.913686820246053
50,0.2,0.5,hub_1,pcglassoFast_Dual,C,1.5848931924611096e-7,0.08300000000008367,28.913686849322133
50,0.2,0.5,hub_1,pcglassoFast_Dual,C,2.5118864315095806e-6,0.07199999999988904,28.91368766924792
50,0.2,0.5,hub_1,pcglassoFast_Dual,C,3.98107170553497e-5,0.060500000000047294,28.913704122958926
50,0.2,0.5,hub_1,pcglassoFast_Dual,C,6.309573444801935e-4,0.05050000000005639,28.915090997789935
50,0.2,0.5,hub_1,pcglassoFast_Dual,C,0.010000000000000004,0.04599999999982174,28.917720224928544
50,0.2,0.5,hub_1,pcglassoFast_Dual,I,9.999999999999982e-9,0.07250000000021828,28.913686819746253
50,0.2,0.5,hub_1,pcglassoFast_Dual,I,1.5848931924611096e-7,0.06999999999982265,28.913686837000046
50,0.2,0.5,hub_1,pcglassoFast_Dual,I,2.5118864315095806e-6,0.062499999999772626,28.91368736712156
50,0.2,0.5,hub_1,pcglassoFast_Dual,I,3.98107170553497e-5,0.04549999999994725,28.91369465204409
50,0.2,0.5,hub_1,pcglassoFast_Dual,I,6.309573444801935e-4,0.038000000000010914,28.91380842405032
50,0.2,0.5,hub_1,pcglassoFast_Dual,I,0.010000000000000004,0.03499999999985448,28.921215280931737
50,0.2,0.5,hub_1,pcglassoFast_Primal,C,9.999999999999982e-9,0.24450000000001637,28.913686939237266
50,0.2,0.5,hub_1,pcglassoFast_Primal,C,1.5848931924611096e-7,0.19600000000014006,28.913688997890766
50,0.2,0.5,hub_1,pcglassoFast_Primal,C,2.5118864315095806e-6,0.15200000000004366,28.913690689509007
50,0.2,0.5,hub_1,pcglassoFast_Primal,C,3.98107170553497e-5,0.10000000000013642,28.913769674776415
50,0.2,0.5,hub_1,pcglassoFast_Primal,C,6.309573444801935e-4,0.058999999999741704,28.914204122861356
50,0.2,0.5,hub_1,pcglassoFast_Primal,C,0.010000000000000004,0.026000000000294676,28.93759410115058
50,0.2,0.5,hub_1,pcglassoFast_Primal,I,9.999999999999982e-9,0.2580000000000382,28.913686935236054
50,0.2,0.5,hub_1,pcglassoFast_Primal,I,1.5848931924611096e-7,0.21450000000027103,28.91368892577271
50,0.2,0.5,hub_1,pcglassoFast_Primal,I,2.5118864315095806e-6,0.1634999999998854,28.913691717814405
50,0.2,0.5,hub_1,pcglassoFast_Primal,I,3.98107170553497e-5,0.11349999999993088,28.913753099024945
50,0.2,0.5,hub_1,pcglassoFast_Primal,I,6.309573444801935e-4,0.07000000000016371,28.91403333382213
50,0.2,0.5,hub_1,pcglassoFast_Primal,I,0.010000000000000004,0.029499999999870852,28.97104683938674
50,0.2,0.5,hub_1,pcglassoFast_PrimalDual,C,9.999999999999982e-9,0.021500000000060027,28.913686818232687
50,0.2,0.5,hub_1,pcglassoFast_PrimalDual,C,1.5848931924611096e-7,0.019000000000119144,28.913686831076756
50,0.2,0.5,hub_1,pcglassoFast_PrimalDual,C,2.5118864315095806e-6,0.016999999999825377,28.91368709172606
50,0.2,0.5,hub_1,pcglassoFast_PrimalDual,C,3.98107170553497e-5,0.01499999999987267,28.913693392038574
50,0.2,0.5,hub_1,pcglassoFast_PrimalDual,C,6.309573444801935e-4,0.012999999999919964,28.913720461546614
50,0.2,0.5,hub_1,pcglassoFast_PrimalDual,C,0.010000000000000004,0.010500000000092768,28.915002637250236
50,0.2,0.5,hub_1,pcglassoFast_PrimalDual,I,9.999999999999982e-9,0.03149999999982356,28.913686818134515
50,0.2,0.5,hub_1,pcglassoFast_PrimalDual,I,1.5848931924611096e-7,0.028999999999996362,28.91368683207638
50,0.2,0.5,hub_1,pcglassoFast_PrimalDual,I,2.5118864315095806e-6,0.026500000000169166,28.913687232960157
50,0.2,0.5,hub_1,pcglassoFast_PrimalDual,I,3.98107170553497e-5,0.02549999999996544,28.913689284891056
50,0.2,0.5,hub_1,pcglassoFast_PrimalDual,I,6.309573444801935e-4,0.023999999999887223,28.913702751051126
50,0.2,0.5,hub_1,pcglassoFast_PrimalDual,I,0.010000000000000004,0.023000000000138243,28.913799253638512
50,0.2,0.5,random,pcglasso,C,9.999999999999982e-9,0.12450000000012551,41.925714662933785
50,0.2,0.5,random,pcglasso,C,1.5848931924611096e-7,0.10399999999992815,41.92571466925688
50,0.2,0.5,random,pcglasso,C,2.5118864315095806e-6,0.08400000000006003,41.9257204502754
50,0.2,0.5,random,pcglasso,C,3.98107170553497e-5,0.04799999999988813,41.92761701911082
50,0.2,0.5,random,pcglasso,C,6.309573444801935e-4,0.016499999999950887,42.148936025680776
50,0.2,0.5,random,pcglasso,C,0.010000000000000004,0.005000000000109139,66.5517088483189
50,0.2,0.5,random,pcglasso,I,9.999999999999982e-9,0.08550000000002456,41.92571466296741
50,0.2,0.5,random,pcglasso,I,1.5848931924611096e-7,0.07150000000001455,41.92571467587105
50,0.2,0.5,random,pcglasso,I,2.5118864315095806e-6,0.05499999999994998,41.925727223208
50,0.2,0.5,random,pcglasso,I,3.98107170553497e-5,0.027000000000043656,41.92657766677888
50,0.2,0.5,random,pcglasso,I,6.309573444801935e-4,0.008999999999900865,41.94748984110996
50,0.2,0.5,random,pcglasso,I,0.010000000000000004,0.004500000000120963,42.05472532219994
50,0.2,0.5,random,pcglassoFast_Dual,C,9.999999999999982e-9,0.012000000000057298,41.92571465571623
50,0.2,0.5,random,pcglassoFast_Dual,C,1.5848931924611096e-7,0.011499999999955435,41.92571466352612
50,0.2,0.5,random,pcglassoFast_Dual,C,2.5118864315095806e-6,0.010000000000218279,41.92571558749407
50,0.2,0.5,random,pcglassoFast_Dual,C,3.98107170553497e-5,0.007999999999810825,41.925724487911395
50,0.2,0.5,random,pcglassoFast_Dual,C,6.309573444801935e-4,0.007000000000061846,41.92583575383506
50,0.2,0.5,random,pcglassoFast_Dual,C,0.010000000000000004,0.007000000000061846,41.92637832268976
50,0.2,0.5,random,pcglassoFast_Dual,I,9.999999999999982e-9,0.011999999999943611,41.925714655459366
50,0.2,0.5,random,pcglassoFast_Dual,I,1.5848931924611096e-7,0.009999999999990905,41.92571471663439
50,0.2,0.5,random,pcglassoFast_Dual,I,2.5118864315095806e-6,0.008000000000038199,41.925716025341316
50,0.2,0.5,random,pcglassoFast_Dual,I,3.98107170553497e-5,0.007999999999810825,41.9257184037808
50,0.2,0.5,random,pcglassoFast_Dual,I,6.309573444801935e-4,0.005999999999858119,41.92578305586038
50,0.2,0.5,random,pcglassoFast_Dual,I,0.010000000000000004,0.005000000000109139,41.927290028591095
50,0.2,0.5,random,pcglassoFast_Primal,C,9.999999999999982e-9,0.028500000000008185,41.92571466081589
50,0.2,0.5,random,pcglassoFast_Primal,C,1.5848931924611096e-7,0.024999999999977263,41.92571474363651
50,0.2,0.5,random,pcglassoFast_Primal,C,2.5118864315095806e-6,0.020999999999958163,41.925715956126155
50,0.2,0.5,random,pcglassoFast_Primal,C,3.98107170553497e-5,0.01700000000005275,41.92573699213772
50,0.2,0.5,random,pcglassoFast_Primal,C,6.309573444801935e-4,0.015000000000100044,41.92587902511301
50,0.2,0.5,random,pcglassoFast_Primal,C,0.010000000000000004,0.010500000000092768,41.929875193800854
50,0.2,0.5,random,pcglassoFast_Primal,I,9.999999999999982e-9,0.026000000000067303,41.925714658436185
50,0.2,0.5,random,pcglassoFast_Primal,I,1.5848931924611096e-7,0.023500000000012733,41.925714705759376
50,0.2,0.5,random,pcglassoFast_Primal,I,2.5118864315095806e-6,0.01950000000010732,41.92571536718564
50,0.2,0.5,random,pcglassoFast_Primal,I,3.98107170553497e-5,0.015999999999849024,41.92572562908258
50,0.2,0.5,random,pcglassoFast_Primal,I,6.309573444801935e-4,0.012000000000057298,41.92588859179145
50,0.2,0.5,random,pcglassoFast_Primal,I,0.010000000000000004,0.007000000000061846,41.93231720727892
50,0.2,0.5,random,pcglassoFast_PrimalDual,C,9.999999999999982e-9,0.05150000000003274,41.92571466022799
50,0.2,0.5,random,pcglassoFast_PrimalDual,C,1.5848931924611096e-7,0.044499999999970896,41.92571471901499
50,0.2,0.5,random,pcglassoFast_PrimalDual,C,2.5118864315095806e-6,0.04100000000016735,41.92571556922571
50,0.2,0.5,random,pcglassoFast_PrimalDual,C,3.98107170553497e-5,0.032500000000027285,41.925729163875076
50,0.2,0.5,random,pcglassoFast_PrimalDual,C,6.309573444801935e-4,0.024999999999977263,41.925961922755455
50,0.2,0.5,random,pcglassoFast_PrimalDual,C,0.010000000000000004,0.019499999999993634,41.93083830660876
50,0.2,0.5,random,pcglassoFast_PrimalDual,I,9.999999999999982e-9,0.04350000000010823,41.92571465969669
50,0.2,0.5,random,pcglassoFast_PrimalDual,I,1.5848931924611096e-7,0.03750000000002274,41.92571471217449
50,0.2,0.5,random,pcglassoFast_PrimalDual,I,2.5118864315095806e-6,0.031000000000062755,41.92571543834998
50,0.2,0.5,random,pcglassoFast_PrimalDual,I,3.98107170553497e-5,0.02599999999983993,41.92572636616468
50,0.2,0.5,random,pcglassoFast_PrimalDual,I,6.309573444801935e-4,0.020999999999958163,41.925895296958736
50,0.2,0.5,random,pcglassoFast_PrimalDual,I,0.010000000000000004,0.010000000000218279,41.93239405264258
100,0.1,0,AR2,pcglasso,C,9.999999999999982e-9,0.47050000000001546,78.85602022482215
100,0.1,0,AR2,pcglasso,C,1.5848931924611096e-7,0.40049999999973807,78.85602059216619
100,0.1,0,AR2,pcglasso,C,2.5118864315095806e-6,0.32650000000001,78.85615324548
100,0.1,0,AR2,pcglasso,C,3.98107170553497e-5,0.17649999999991905,78.87308010514384
100,0.1,0,AR2,pcglasso,C,6.309573444801935e-4,0.05149999999980537,82.31209447814058
100,0.1,0,AR2,pcglasso,C,0.010000000000000004,0.023000000000138243,97.5127351276115
100,0.1,0,AR2,pcglasso,I,9.999999999999982e-9,0.40600000000017644,78.85602022568989
100,0.1,0,AR2,pcglasso,I,1.5848931924611096e-7,0.3344999999999345,78.85602070445626
100,0.1,0,AR2,pcglasso,I,2.5118864315095806e-6,0.27099999999995816,78.85609478480569
100,0.1,0,AR2,pcglasso,I,3.98107170553497e-5,0.1310000000000855,78.8857374154062
100,0.1,0,AR2,pcglasso,I,6.309573444801935e-4,0.044000000000096406,79.57583132459236
100,0.1,0,AR2,pcglasso,I,0.010000000000000004,0.023500000000012733,81.79420985540321
100,0.1,0,AR2,pcglassoFast_Dual,C,9.999999999999982e-9,0.07950000000005275,78.85602020660487
100,0.1,0,AR2,pcglassoFast_Dual,C,1.5848931924611096e-7,0.06899999999995998,78.85602025613538
100,0.1,0,AR2,pcglassoFast_Dual,C,2.5118864315095806e-6,0.06599999999980355,78.85602060802317
100,0.1,0,AR2,pcglassoFast_Dual,C,3.98107170553497e-5,0.05899999999996908,78.85603298528639
100,0.1,0,AR2,pcglassoFast_Dual,C,6.309573444801935e-4,0.05400000000008731,78.8561743459872
100,0.1,0,AR2,pcglassoFast_Dual,C,0.010000000000000004,0.047499999999899956,78.85853065302257
100,0.1,0,AR2,pcglassoFast_Dual,I,9.999999999999982e-9,0.057500000000118234,78.85602020853584
100,0.1,0,AR2,pcglassoFast_Dual,I,1.5848931924611096e-7,0.05700000000001637,78.8560202355058
100,0.1,0,AR2,pcglassoFast_Dual,I,2.5118864315095806e-6,0.04949999999985266,78.85602100676698
100,0.1,0,AR2,pcglassoFast_Dual,I,3.98107170553497e-5,0.041999999999916326,78.85602757883213
100,0.1,0,AR2,pcglassoFast_Dual,I,6.309573444801935e-4,0.03700000000003456,78.85610625373391
100,0.1,0,AR2,pcglassoFast_Dual,I,0.010000000000000004,0.03350000000023101,78.85726045324978
100,0.1,0,AR2,pcglassoFast_Primal,C,9.999999999999982e-9,0.1770000000001346,78.85602020733836
100,0.1,0,AR2,pcglassoFast_Primal,C,1.5848931924611096e-7,0.15399999999999636,78.85602025517792
100,0.1,0,AR2,pcglassoFast_Primal,C,2.5118864315095806e-6,0.1330000000000382,78.85602110172832
100,0.1,0,AR2,pcglassoFast_Primal,C,3.98107170553497e-5,0.11099999999987631,78.85603804255818
100,0.1,0,AR2,pcglassoFast_Primal,C,6.309573444801935e-4,0.09349999999994907,78.8561592374264
100,0.1,0,AR2,pcglassoFast_Primal,C,0.010000000000000004,0.07500000000004547,78.85941641242445
100,0.1,0,AR2,pcglassoFast_Primal,I,9.999999999999982e-9,0.16999999999995907,78.8560202108483
100,0.1,0,AR2,pcglassoFast_Primal,I,1.5848931924611096e-7,0.14750000000003638,78.85602029688252
100,0.1,0,AR2,pcglassoFast_Primal,I,2.5118864315095806e-6,0.1325000000001637,78.8560208461154
100,0.1,0,AR2,pcglassoFast_Primal,I,3.98107170553497e-5,0.11250000000006821,78.85603339407714
100,0.1,0,AR2,pcglassoFast_Primal,I,6.309573444801935e-4,0.09000000000014552,78.85632426077225
100,0.1,0,AR2,pcglassoFast_Primal,I,0.010000000000000004,0.0729999999998654,78.8586292656569
100,0.1,0,AR2,pcglassoFast_PrimalDual,C,9.999999999999982e-9,0.32749999999987267,78.85602020778249
100,0.1,0,AR2,pcglassoFast_PrimalDual,C,1.5848931924611096e-7,0.29700000000002547,78.85602022970198
100,0.1,0,AR2,pcglassoFast_PrimalDual,C,2.5118864315095806e-6,0.24649999999996908,78.85602098134343
100,0.1,0,AR2,pcglassoFast_PrimalDual,C,3.98107170553497e-5,0.20700000000010732,78.8560290284675
100,0.1,0,AR2,pcglassoFast_PrimalDual,C,6.309573444801935e-4,0.1754999999999427,78.85612387288738
100,0.1,0,AR2,pcglassoFast_PrimalDual,C,0.010000000000000004,0.1414999999998372,78.8572620869236
100,0.1,0,AR2,pcglassoFast_PrimalDual,I,9.999999999999982e-9,0.33599999999989905,78.85602021041286
100,0.1,0,AR2,pcglassoFast_PrimalDual,I,1.5848931924611096e-7,0.3029999999998836,78.85602024513625
100,0.1,0,AR2,pcglassoFast_PrimalDual,I,2.5118864315095806e-6,0.27099999999995816,78.85602058558348
100,0.1,0,AR2,pcglassoFast_PrimalDual,I,3.98107170553497e-5,0.21549999999979264,78.85603411503868
100,0.1,0,AR2,pcglassoFast_PrimalDual,I,6.309573444801935e-4,0.1794999999999618,78.85618391207039
100,0.1,0,AR2,pcglassoFast_PrimalDual,I,0.010000000000000004,0.14750000000003638,78.8579703203139
100,0.1,0,hub_09,pcglasso,C,9.999999999999982e-9,0.3240000000000691,95.3260903851051
100,0.1,0,hub_09,pcglasso,C,1.5848931924611096e-7,0.27549999999996544,95.32609038407685
100,0.1,0,hub_09,pcglasso,C,2.5118864315095806e-6,0.21899999999993724,95.3260975034492
100,0.1,0,hub_09,pcglasso,C,3.98107170553497e-5,0.1494999999998754,95.32670285988434
100,0.1,0,hub_09,pcglasso,C,6.309573444801935e-4,0.06349999999986267,95.83241861564784
100,0.1,0,hub_09,pcglasso,C,0.010000000000000004,0.02100000000007185,113.3377792987649
100,0.1,0,hub_09,pcglasso,I,9.999999999999982e-9,0.29849999999999,95.32609037722858
100,0.1,0,hub_09,pcglasso,I,1.5848931924611096e-7,0.23950000000002092,95.32609042364426
100,0.1,0,hub_09,pcglasso,I,2.5118864315095806e-6,0.19649999999990087,95.32610989645212
100,0.1,0,hub_09,pcglasso,I,3.98107170553497e-5,0.11100000000010368,95.32771308319847
100,0.1,0,hub_09,pcglasso,I,6.309573444801935e-4,0.03199999999992542,95.64294037220769
100,0.1,0,hub_09,pcglasso,I,0.010000000000000004,0.027500000000031832,95.50481569494826
100,0.1,0,hub_09,pcglassoFast_Dual,C,9.999999999999982e-9,0.10350000000005366,95.32609038282315
100,0.1,0,hub_09,pcglassoFast_Dual,C,1.5848931924611096e-7,0.08500000000003638,95.32609059216166
100,0.1,0,hub_09,pcglassoFast_Dual,C,2.5118864315095806e-6,0.0724999999999909,95.3260942876416
100,0.1,0,hub_09,pcglassoFast_Dual,C,3.98107170553497e-5,0.060999999999921783,95.32610576662553
100,0.1,0,hub_09,pcglassoFast_Dual,C,6.309573444801935e-4,0.048499999999989996,95.32663964368331
100,0.1,0,hub_09,pcglassoFast_Dual,C,0.010000000000000004,0.03499999999985448,95.33298257699245
100,0.1,0,hub_09,pcglassoFast_Dual,I,9.999999999999982e-9,0.07550000000003365,95.32609038099454
100,0.1,0,hub_09,pcglassoFast_Dual,I,1.5848931924611096e-7,0.06550000000015643,95.32609055910133
100,0.1,0,hub_09,pcglassoFast_Dual,I,2.5118864315095806e-6,0.055000000000063665,95.32609372236871
100,0.1,0,hub_09,pcglassoFast_Dual,I,3.98107170553497e-5,0.04299999999989268,95.32610391116357
100,0.1,0,hub_09,pcglassoFast_Dual,I,6.309573444801935e-4,0.02949999999998454,95.32640807138571
100,0.1,0,hub_09,pcglassoFast_Dual,I,0.010000000000000004,0.02549999999996544,95.33032742002615
100,0.1,0,hub_09,pcglassoFast_Primal,C,9.999999999999982e-9,0.1269999999999527,95.32609037224734
100,0.1,0,hub_09,pcglassoFast_Primal,C,1.5848931924611096e-7,0.10849999999993543,95.32609039971868
100,0.1,0,hub_09,pcglassoFast_Primal,C,2.5118864315095806e-6,0.10200000000008913,95.32609050832923
100,0.1,0,hub_09,pcglassoFast_Primal,C,3.98107170553497e-5,0.08899999999994179,95.32609389118599
100,0.1,0,hub_09,pcglassoFast_Primal,C,6.309573444801935e-4,0.0745000000000573,95.32619828226905
100,0.1,0,hub_09,pcglassoFast_Primal,C,0.010000000000000004,0.0645000000000664,95.32673790104272
100,0.1,0,hub_09,pcglassoFast_Primal,I,9.999999999999982e-9,0.12000000000011823,95.32609037164318
100,0.1,0,hub_09,pcglassoFast_Primal,I,1.5848931924611096e-7,0.10799999999994725,95.32609038844947
100,0.1,0,hub_09,pcglassoFast_Primal,I,2.5118864315095806e-6,0.08999999999991815,95.32609068611715
100,0.1,0,hub_09,pcglassoFast_Primal,I,3.98107170553497e-5,0.07899999999995089,95.32609627879307
100,0.1,0,hub_09,pcglassoFast_Primal,I,6.309573444801935e-4,0.06349999999997635,95.32621046802842
100,0.1,0,hub_09,pcglassoFast_Primal,I,0.010000000000000004,0.05349999999998545,95.32665664235839
100,0.1,0,hub_09,pcglassoFast_PrimalDual,C,9.999999999999982e-9,0.2235000000000582,95.32609037137621
100,0.1,0,hub_09,pcglassoFast_PrimalDual,C,1.5848931924611096e-7,0.19850000000008095,95.32609038652113
100,0.1,0,hub_09,pcglassoFast_PrimalDual,C,2.5118864315095806e-6,0.1879999999998745,95.32609046929001
100,0.1,0,hub_09,pcglassoFast_PrimalDual,C,3.98107170553497e-5,0.14999999999997726,95.32609535197707
100,0.1,0,hub_09,pcglassoFast_PrimalDual,C,6.309573444801935e-4,0.13049999999998363,95.32613022529497
100,0.1,0,hub_09,pcglassoFast_PrimalDual,C,0.010000000000000004,0.11849999999992633,95.32642322233097
100,0.1,0,hub_09,pcglassoFast_PrimalDual,I,9.999999999999982e-9,0.25299999999992906,95.32609037148453
100,0.1,0,hub_09,pcglassoFast_PrimalDual,I,1.5848931924611096e-7,0.21900000000005093,95.32609039264264
100,0.1,0,hub_09,pcglassoFast_PrimalDual,I,2.5118864315095806e-6,0.18850000000009004,95.32609090511832
100,0.1,0,hub_09,pcglassoFast_PrimalDual,I,3.98107170553497e-5,0.16999999999995907,95.32609310580193
100,0.1,0,hub_09,pcglassoFast_PrimalDual,I,6.309573444801935e-4,0.13250000000005002,95.32616242445505
100,0.1,0,hub_09,pcglassoFast_PrimalDual,I,0.010000000000000004,0.09649999999999181,95.32804555641611
100,0.1,0,hub_1,pcglasso,C,9.999999999999982e-9,4.871500000000083,29.035299879450186
100,0.1,0,hub_1,pcglasso,C,1.5848931924611096e-7,3.1095000000000255,29.035305144047214
100,0.1,0,hub_1,pcglasso,C,2.5118864315095806e-6,1.7509999999999764,29.035801154706224
100,0.1,0,hub_1,pcglasso,C,3.98107170553497e-5,0.7580000000000382,29.15126065302507
100,0.1,0,hub_1,pcglasso,C,6.309573444801935e-4,0.47899999999981446,39.49344593987713
100,0.1,0,hub_1,pcglasso,C,0.010000000000000004,0.16050000000018372,68.57135554842272
100,0.1,0,hub_1,pcglasso,I,9.999999999999982e-9,14.998999999999796,29.035299879824237
100,0.1,0,hub_1,pcglasso,I,1.5848931924611096e-7,9.219499999999925,29.035302285090154
100,0.1,0,hub_1,pcglasso,I,2.5118864315095806e-6,4.051500000000033,29.036772812085403
100,0.1,0,hub_1,pcglasso,I,3.98107170553497e-5,0.17400000000020555,31.813812189835616
100,0.1,0,hub_1,pcglasso,I,6.309573444801935e-4,0.125,32.18233586399845
100,0.1,0,hub_1,pcglasso,I,0.010000000000000004,0.07000000000016371,33.98969428199237
100,0.1,0,hub_1,pcglassoFast_Dual,C,9.999999999999982e-9,7.867999999999938,29.035299982440375
100,0.1,0,hub_1,pcglassoFast_Dual,C,1.5848931924611096e-7,5.125,29.035303369455807
100,0.1,0,hub_1,pcglassoFast_Dual,C,2.5118864315095806e-6,2.7210000000000036,29.0353372971726
100,0.1,0,hub_1,pcglassoFast_Dual,C,3.98107170553497e-5,1.5399999999999636,29.035514879244495
100,0.1,0,hub_1,pcglassoFast_Dual,C,6.309573444801935e-4,1.384499999999889,29.03580488606162
100,0.1,0,hub_1,pcglassoFast_Dual,C,0.010000000000000004,1.2609999999999673,29.038078307085716
100,0.1,0,hub_1,pcglassoFast_Dual,I,9.999999999999982e-9,13.166000000000167,29.035299949763917
100,0.1,0,hub_1,pcglassoFast_Dual,I,1.5848931924611096e-7,10.654000000000224,29.035304365776415
100,0.1,0,hub_1,pcglassoFast_Dual,I,2.5118864315095806e-6,9.36349999999993,29.035317187304784
100,0.1,0,hub_1,pcglassoFast_Dual,I,3.98107170553497e-5,7.663000000000011,29.03567071871398
100,0.1,0,hub_1,pcglassoFast_Dual,I,6.309573444801935e-4,5.819000000000187,29.04054136041271
100,0.1,0,hub_1,pcglassoFast_Dual,I,0.010000000000000004,4.015999999999963,29.233184947458284
100,0.1,0,hub_1,pcglassoFast_Primal,C,9.999999999999982e-9,3.3275000000001,29.035300249769495
100,0.1,0,hub_1,pcglassoFast_Primal,C,1.5848931924611096e-7,2.2105000000001382,29.035305661846223
100,0.1,0,hub_1,pcglassoFast_Primal,C,2.5118864315095806e-6,1.5555000000001655,29.035337051471195
100,0.1,0,hub_1,pcglassoFast_Primal,C,3.98107170553497e-5,1.191000000000031,29.03548530584591
100,0.1,0,hub_1,pcglassoFast_Primal,C,6.309573444801935e-4,0.6970000000001164,29.036826916689552
100,0.1,0,hub_1,pcglassoFast_Primal,C,0.010000000000000004,0.4815000000000964,29.04146291866458
100,0.1,0,hub_1,pcglassoFast_Primal,I,9.999999999999982e-9,3.578000000000202,29.035300246338526
100,0.1,0,hub_1,pcglassoFast_Primal,I,1.5848931924611096e-7,2.489500000000021,29.0353056711429
100,0.1,0,hub_1,pcglassoFast_Primal,I,2.5118864315095806e-6,1.754000000000019,29.03533936252966
100,0.1,0,hub_1,pcglassoFast_Primal,I,3.98107170553497e-5,1.4949999999998909,29.035498452292586
100,0.1,0,hub_1,pcglassoFast_Primal,I,6.309573444801935e-4,1.1649999999999636,29.038359244440194
100,0.1,0,hub_1,pcglassoFast_Primal,I,0.010000000000000004,0.7824999999997999,29.092450427041165
100,0.1,0,hub_1,pcglassoFast_PrimalDual,C,9.999999999999982e-9,1.23599999999999,29.035299919725723
100,0.1,0,hub_1,pcglassoFast_PrimalDual,C,1.5848931924611096e-7,0.9545000000000528,29.0353005589025
100,0.1,0,hub_1,pcglassoFast_PrimalDual,C,2.5118864315095806e-6,0.7234999999999445,29.035313141668986
100,0.1,0,hub_1,pcglassoFast_PrimalDual,C,3.98107170553497e-5,0.4735000000000582,29.03548929162381
100,0.1,0,hub_1,pcglassoFast_PrimalDual,C,6.309573444801935e-4,0.22300000000018372,29.03801082537364
100,0.1,0,hub_1,pcglassoFast_PrimalDual,C,0.010000000000000004,0.14650000000006003,29.04794605052392
100,0.1,0,hub_1,pcglassoFast_PrimalDual,I,9.999999999999982e-9,2.4034999999998945,29.03529991787
100,0.1,0,hub_1,pcglassoFast_PrimalDual,I,1.5848931924611096e-7,2.0179999999999154,29.03530066234785
100,0.1,0,hub_1,pcglassoFast_PrimalDual,I,2.5118864315095806e-6,1.8785000000002583,29.035312535210863
100,0.1,0,hub_1,pcglassoFast_PrimalDual,I,3.98107170553497e-5,1.5320000000001528,29.035508431856755
100,0.1,0,hub_1,pcglassoFast_PrimalDual,I,6.309573444801935e-4,1.2844999999998663,29.03861783519169
100,0.1,0,hub_1,pcglassoFast_PrimalDual,I,0.010000000000000004,0.9815000000000964,29.093809602674504
100,0.1,0,random,pcglasso,C,9.999999999999982e-9,0.4574999999999818,78.38977149016293
100,0.1,0,random,pcglasso,C,1.5848931924611096e-7,0.34349999999994907,78.38977439342722
100,0.1,0,random,pcglasso,C,2.5118864315095806e-6,0.2899999999999636,78.38986742322518
100,0.1,0,random,pcglasso,C,3.98107170553497e-5,0.15399999999999636,78.40155446790298
100,0.1,0,random,pcglasso,C,6.309573444801935e-4,0.049500000000080036,82.46791756400938
100,0.1,0,random,pcglasso,C,0.010000000000000004,0.023000000000024556,117.02887109577493
100,0.1,0,random,pcglasso,I,9.999999999999982e-9,0.4460000000000264,78.38977151210621
100,0.1,0,random,pcglasso,I,1.5848931924611096e-7,0.31899999999996,78.38977948774269
100,0.1,0,random,pcglasso,I,2.5118864315095806e-6,0.2515000000000782,78.38984529469846
100,0.1,0,random,pcglasso,I,3.98107170553497e-5,0.11850000000004002,78.40700563729206
100,0.1,0,random,pcglasso,I,6.309573444801935e-4,0.05099999999993088,79.03981962426737
100,0.1,0,random,pcglasso,I,0.010000000000000004,0.028999999999996362,80.01324054335052
100,0.1,0,random,pcglassoFast_Dual,C,9.999999999999982e-9,0.14049999999997453,78.38977148837328
100,0.1,0,random,pcglassoFast_Dual,C,1.5848931924611096e-7,0.10950000000002547,78.38977151273826
100,0.1,0,random,pcglassoFast_Dual,C,2.5118864315095806e-6,0.09500000000002728,78.3897736898238
100,0.1,0,random,pcglassoFast_Dual,C,3.98107170553497e-5,0.07950000000005275,78.38981777046331
100,0.1,0,random,pcglassoFast_Dual,C,6.309573444801935e-4,0.06700000000000728,78.39038755888483
100,0.1,0,random,pcglassoFast_Dual,C,0.010000000000000004,0.0584999999999809,78.39424906740452
100,0.1,0,random,pcglassoFast_Dual,I,9.999999999999982e-9,0.10500000000001819,78.38977148415631
100,0.1,0,random,pcglassoFast_Dual,I,1.5848931924611096e-7,0.09699999999997999,78.38977153917172
100,0.1,0,random,pcglassoFast_Dual,I,2.5118864315095806e-6,0.06799999999998363,78.38978103455209
100,0.1,0,random,pcglassoFast_Dual,I,3.98107170553497e-5,0.059499999999957254,78.38979063177848
100,0.1,0,random,pcglassoFast_Dual,I,6.309573444801935e-4,0.039499999999975444,78.39063461597871
100,0.1,0,random,pcglassoFast_Dual,I,0.010000000000000004,0.03300000000001546,78.39379143456571
100,0.1,0,random,pcglassoFast_Primal,C,9.999999999999982e-9,0.2949999999999591,78.38977149708361
100,0.1,0,random,pcglassoFast_Primal,C,1.5848931924611096e-7,0.25650000000007367,78.38977170089161
100,0.1,0,random,pcglassoFast_Primal,C,2.5118864315095806e-6,0.20800000000008367,78.38977572346526
