"p","structure","solver","start","tol_found","run_id","time","f_end","gap","success"
50,"hub","pcglasso_cpp","I",1e-05,2,1.427,15.8990511531366,3.85664399686902e-05,TRUE
50,"hub","pcglasso_cpp","I",1e-05,3,1.257,15.8990511531366,3.85664399686902e-05,TRUE
50,"hub","pcglasso_cpp","I",1e-05,4,5.229,15.8990511531366,3.85664399686902e-05,TRUE
50,"hub","pcglasso_cpp","I",1e-05,5,5.552,15.8990511531366,3.85664399686902e-05,TRUE
50,"hub","pcglasso_cpp","I",1e-05,6,1.80399999999999,15.8990511531366,3.85664399686902e-05,TRUE
50,"hub","pcglasso_cpp","I",1e-05,7,1.239,15.8990511531366,3.85664399686902e-05,TRUE
50,"hub","pcglasso_cpp","I",1e-05,8,0.266999999999996,15.8990511531366,3.85664399686902e-05,TRUE
50,"hub","pcglasso_cpp","I",1e-05,9,0.271000000000001,15.8990511531366,3.85664399686902e-05,TRUE
50,"hub","pcglasso_cpp","I",1e-05,10,0.263000000000005,15.8990511531366,3.85664399686902e-05,TRUE
50,"line","pcglasso_cpp","I",1e-05,1,0.0429999999999922,24.6396193064056,1.9752039662535e-05,TRUE
50,"line","pcglasso_cpp","I",1e-05,2,0.0420000000000016,24.6396193064056,1.9752039662535e-05,TRUE
50,"line","pcglasso_cpp","I",1e-05,3,0.0429999999999922,24.6396193064056,1.9752039662535e-05,TRUE
50,"line","pcglasso_cpp","I",1e-05,4,0.0510000000000019,24.6396193064056,1.9752039662535e-05,TRUE
50,"line","pcglasso_cpp","I",1e-05,5,0.0970000000000084,24.6396193064056,1.9752039662535e-05,TRUE
50,"line","pcglasso_cpp","I",1e-05,6,0.0969999999999942,24.6396193064056,1.9752039662535e-05,TRUE
50,"line","pcglasso_cpp","I",1e-05,7,0.313999999999993,24.6396193064056,1.9752039662535e-05,TRUE
50,"line","pcglasso_cpp","I",1e-05,8,0.149000000000001,24.6396193064056,1.9752039662535e-05,TRUE
50,"line","pcglasso_cpp","I",1e-05,9,0.143000000000001,24.6396193064056,1.9752039662535e-05,TRUE
50,"line","pcglasso_cpp","I",1e-05,10,0.0429999999999993,24.6396193064056,1.9752039662535e-05,TRUE
100,"hub","pcglasso_cpp","I",1e-05,1,7.561,31.079158616997,6.75373837353277e-05,TRUE
100,"hub","pcglasso_cpp","I",1e-05,2,6.525,31.079158616997,6.75373837353277e-05,TRUE
100,"hub","pcglasso_cpp","I",1e-05,3,7.925,31.079158616997,6.75373837353277e-05,TRUE
100,"hub","pcglasso_cpp","I",1e-05,4,13.302,31.079158616997,6.75373837353277e-05,TRUE
100,"hub","pcglasso_cpp","I",1e-05,5,7.763,31.079158616997,6.75373837353277e-05,TRUE
100,"hub","pcglasso_cpp","I",1e-05,6,4.542,31.079158616997,6.75373837353277e-05,TRUE
100,"hub","pcglasso_cpp","I",1e-05,7,12.871,31.079158616997,6.75373837353277e-05,TRUE
100,"hub","pcglasso_cpp","I",1e-05,8,4.303,31.079158616997,6.75373837353277e-05,TRUE
100,"hub","pcglasso_cpp","I",1e-05,9,6.159,31.079158616997,6.75373837353277e-05,TRUE
100,"hub","pcglasso_cpp","I",1e-05,10,4.583,31.079158616997,6.75373837353277e-05,TRUE
100,"line","pcglasso_cpp","I",1e-04,1,0.572000000000003,53.3324354170766,7.9885766353982e-05,TRUE
100,"line","pcglasso_cpp","I",1e-04,2,0.229999999999997,53.3324354170766,7.9885766353982e-05,TRUE
100,"line","pcglasso_cpp","I",1e-04,3,0.609999999999999,53.3324354170766,7.9885766353982e-05,TRUE
100,"line","pcglasso_cpp","I",1e-04,4,0.201000000000001,53.3324354170766,7.9885766353982e-05,TRUE
100,"line","pcglasso_cpp","I",1e-04,5,1.066,53.3324354170766,7.9885766353982e-05,TRUE
100,"line","pcglasso_cpp","I",1e-04,6,1.252,53.3324354170766,7.9885766353982e-05,TRUE
100,"line","pcglasso_cpp","I",1e-04,7,1.125,53.3324354170766,7.9885766353982e-05,TRUE
100,"line","pcglasso_cpp","I",1e-04,8,0.553000000000004,53.3324354170766,7.9885766353982e-05,TRUE
100,"line","pcglasso_cpp","I",1e-04,9,0.350000000000001,53.3324354170766,7.9885766353982e-05,TRUE
100,"line","pcglasso_cpp","I",1e-04,10,0.908000000000001,53.3324354170766,7.9885766353982e-05,TRUE
150,"hub","pcglasso_cpp","I",1e-05,1,37.442,46.0643151655035,6.49914434660559e-05,TRUE
150,"hub","pcglasso_cpp","I",1e-05,2,16.563,46.0643151655035,6.49914434660559e-05,TRUE
150,"hub","pcglasso_cpp","I",1e-05,3,17.7,46.0643151655035,6.49914434660559e-05,TRUE
150,"hub","pcglasso_cpp","I",1e-05,4,18.71,46.0643151655035,6.49914434660559e-05,TRUE
150,"hub","pcglasso_cpp","I",1e-05,5,15.45,46.0643151655035,6.49914434660559e-05,TRUE
150,"hub","pcglasso_cpp","I",1e-05,6,17.665,46.0643151655035,6.49914434660559e-05,TRUE
150,"hub","pcglasso_cpp","I",1e-05,7,23.719,46.0643151655035,6.49914434660559e-05,TRUE
150,"hub","pcglasso_cpp","I",1e-05,8,42.361,46.0643151655035,6.49914434660559e-05,TRUE
150,"hub","pcglasso_cpp","I",1e-05,9,17.506,46.0643151655035,6.49914434660559e-05,TRUE
150,"hub","pcglasso_cpp","I",1e-05,10,22.628,46.0643151655035,6.49914434660559e-05,TRUE
150,"line","pcglasso_cpp","I",1e-05,1,1.964,83.9376517760312,1.14649758558016e-05,TRUE
150,"line","pcglasso_cpp","I",1e-05,2,2.817,83.9376517760312,1.14649758558016e-05,TRUE
150,"line","pcglasso_cpp","I",1e-05,3,0.721000000000004,83.9376517760312,1.14649758558016e-05,TRUE
150,"line","pcglasso_cpp","I",1e-05,4,2.68,83.9376517760312,1.14649758558016e-05,TRUE
150,"line","pcglasso_cpp","I",1e-05,5,1.175,83.9376517760312,1.14649758558016e-05,TRUE
150,"line","pcglasso_cpp","I",1e-05,6,0.676000000000002,83.9376517760312,1.14649758558016e-05,TRUE
150,"line","pcglasso_cpp","I",1e-05,7,1.71100000000001,83.9376517760312,1.14649758558016e-05,TRUE
150,"line","pcglasso_cpp","I",1e-05,8,1.95800000000001,83.9376517760312,1.14649758558016e-05,TRUE
150,"line","pcglasso_cpp","I",1e-05,9,1.83600000000001,83.9376517760312,1.14649758558016e-05,TRUE
150,"line","pcglasso_cpp","I",1e-05,10,4.44199999999999,83.9376517760312,1.14649758558016e-05,TRUE
10,"hub","pcglasso_fortran","I",1e-05,1,1.02900000000001,2.47834062278222,2.30935352854011e-05,TRUE
10,"hub","pcglasso_fortran","I",1e-05,2,0.163999999999987,2.47834062278222,2.30935352854011e-05,TRUE
10,"hub","pcglasso_fortran","I",1e-05,3,1.139,2.47834062278222,2.30935352854011e-05,TRUE
10,"hub","pcglasso_fortran","I",1e-05,4,0.378,2.47834062278222,2.30935352854011e-05,TRUE
10,"hub","pcglasso_fortran","I",1e-05,5,0.274999999999999,2.47834062278222,2.30935352854011e-05,TRUE
10,"hub","pcglasso_fortran","I",1e-05,6,0.140999999999998,2.47834062278222,2.30935352854011e-05,TRUE
10,"hub","pcglasso_fortran","I",1e-05,7,2.004,2.47834062278222,2.30935352854011e-05,TRUE
10,"hub","pcglasso_fortran","I",1e-05,8,0.251999999999995,2.47834062278222,2.30935352854011e-05,TRUE
10,"hub","pcglasso_fortran","I",1e-05,9,0.321000000000005,2.47834062278222,2.30935352854011e-05,TRUE
10,"hub","pcglasso_fortran","I",1e-05,10,0.492999999999995,2.47834062278222,2.30935352854011e-05,TRUE
10,"line","pcglasso_fortran","I",1e-04,1,0.01400000000001,5.99152584647298,7.69384756722502e-05,TRUE
10,"line","pcglasso_fortran","I",1e-04,2,0.00600000000000023,5.99152584647298,7.69384756722502e-05,TRUE
10,"line","pcglasso_fortran","I",1e-04,3,0.097999999999999,5.99152584647298,7.69384756722502e-05,TRUE
10,"line","pcglasso_fortran","I",1e-04,4,0.0150000000000006,5.99152584647298,7.69384756722502e-05,TRUE
10,"line","pcglasso_fortran","I",1e-04,5,0.0100000000000051,5.99152584647298,7.69384756722502e-05,TRUE
10,"line","pcglasso_fortran","I",1e-04,6,0.046999999999997,5.99152584647298,7.69384756722502e-05,TRUE
10,"line","pcglasso_fortran","I",1e-04,7,0.0180000000000007,5.99152584647298,7.69384756722502e-05,TRUE
10,"line","pcglasso_fortran","I",1e-04,8,0.0320000000000036,5.99152584647298,7.69384756722502e-05,TRUE
10,"line","pcglasso_fortran","I",1e-04,9,0.00600000000000023,5.99152584647298,7.69384756722502e-05,TRUE
10,"line","pcglasso_fortran","I",1e-04,10,0.00999999999999801,5.99152584647298,7.69384756722502e-05,TRUE
50,"hub","pcglasso_fortran","I",1e-05,1,3.343,15.8990711847127,5.85980160856536e-05,TRUE
50,"hub","pcglasso_fortran","I",1e-05,2,5.136,15.8990711847127,5.85980160856536e-05,TRUE
50,"hub","pcglasso_fortran","I",1e-05,3,7.424,15.8990711847127,5.85980160856536e-05,TRUE
50,"hub","pcglasso_fortran","I",1e-05,4,6.32099999999999,15.8990711847127,5.85980160856536e-05,TRUE
50,"hub","pcglasso_fortran","I",1e-05,5,3.605,15.8990711847127,5.85980160856536e-05,TRUE
50,"hub","pcglasso_fortran","I",1e-05,6,3.731,15.8990711847127,5.85980160856536e-05,TRUE
50,"hub","pcglasso_fortran","I",1e-05,7,4.517,15.8990711847127,5.85980160856536e-05,TRUE
50,"hub","pcglasso_fortran","I",1e-05,8,1.127,15.8990711847127,5.85980160856536e-05,TRUE
50,"hub","pcglasso_fortran","I",1e-05,9,1.23,15.8990711847127,5.85980160856536e-05,TRUE
50,"hub","pcglasso_fortran","I",1e-05,10,1.84599999999999,15.8990711847127,5.85980160856536e-05,TRUE
50,"line","pcglasso_fortran","I",1e-04,1,0.019999999999996,24.6396969819723,9.74276063914203e-05,TRUE
50,"line","pcglasso_fortran","I",1e-04,2,0.019999999999996,24.6396969819723,9.74276063914203e-05,TRUE
50,"line","pcglasso_fortran","I",1e-04,3,0.0220000000000056,24.6396969819723,9.74276063914203e-05,TRUE
50,"line","pcglasso_fortran","I",1e-04,4,0.0330000000000013,24.6396969819723,9.74276063914203e-05,TRUE
50,"line","pcglasso_fortran","I",1e-04,5,0.0859999999999985,24.6396969819723,9.74276063914203e-05,TRUE
50,"line","pcglasso_fortran","I",1e-04,6,0.0269999999999868,24.6396969819723,9.74276063914203e-05,TRUE
50,"line","pcglasso_fortran","I",1e-04,7,0.0300000000000011,24.6396969819723,9.74276063914203e-05,TRUE
50,"line","pcglasso_fortran","I",1e-04,8,0.0419999999999945,24.6396969819723,9.74276063914203e-05,TRUE
50,"line","pcglasso_fortran","I",1e-04,9,0.253999999999998,24.6396969819723,9.74276063914203e-05,TRUE
50,"line","pcglasso_fortran","I",1e-04,10,0.097999999999999,24.6396969819723,9.74276063914203e-05,TRUE
100,"hub","pcglasso_fortran","I",1e-05,1,19.854,31.0791612584573,7.01788440053974e-05,TRUE
100,"hub","pcglasso_fortran","I",1e-05,2,22.458,31.0791612584573,7.01788440053974e-05,TRUE
100,"hub","pcglasso_fortran","I",1e-05,3,21.987,31.0791612584573,7.01788440053974e-05,TRUE
100,"hub","pcglasso_fortran","I",1e-05,4,17.205,31.0791612584573,7.01788440053974e-05,TRUE
100,"hub","pcglasso_fortran","I",1e-05,5,25.935,31.0791612584573,7.01788440053974e-05,TRUE
100,"hub","pcglasso_fortran","I",1e-05,6,23.687,31.0791612584573,7.01788440053974e-05,TRUE
100,"hub","pcglasso_fortran","I",1e-05,7,17.186,31.0791612584573,7.01788440053974e-05,TRUE
100,"hub","pcglasso_fortran","I",1e-05,8,31.188,31.0791612584573,7.01788440053974e-05,TRUE
100,"hub","pcglasso_fortran","I",1e-05,9,55.696,31.0791612584573,7.01788440053974e-05,TRUE
100,"hub","pcglasso_fortran","I",1e-05,10,22.502,31.0791612584573,7.01788440053974e-05,TRUE
100,"line","pcglasso_fortran","I",1e-04,1,0.262999999999998,53.3323951672601,3.96359498751053e-05,TRUE
100,"line","pcglasso_fortran","I",1e-04,2,0.106999999999999,53.3323951672601,3.96359498751053e-05,TRUE
100,"line","pcglasso_fortran","I",1e-04,3,0.311999999999998,53.3323951672601,3.96359498751053e-05,TRUE
100,"line","pcglasso_fortran","I",1e-04,4,0.224000000000004,53.3323951672601,3.96359498751053e-05,TRUE
100,"line","pcglasso_fortran","I",1e-04,5,0.141999999999996,53.3323951672601,3.96359498751053e-05,TRUE
100,"line","pcglasso_fortran","I",1e-04,6,0.0580000000000069,53.3323951672601,3.96359498751053e-05,TRUE
100,"line","pcglasso_fortran","I",1e-04,7,0.180999999999997,53.3323951672601,3.96359498751053e-05,TRUE
100,"line","pcglasso_fortran","I",1e-04,8,0.111000000000004,53.3323951672601,3.96359498751053e-05,TRUE
100,"line","pcglasso_fortran","I",1e-04,9,0.0559999999999974,53.3323951672601,3.96359498751053e-05,TRUE
100,"line","pcglasso_fortran","I",1e-04,10,0.0539999999999878,53.3323951672601,3.96359498751053e-05,TRUE
150,"hub","pcglasso_fortran","I",1e-06,1,102.646,46.0642577196752,7.54561520466268e-06,TRUE
150,"hub","pcglasso_fortran","I",1e-06,2,108.669,46.0642577196752,7.54561520466268e-06,TRUE
150,"hub","pcglasso_fortran","I",1e-06,3,106.506,46.0642577196752,7.54561520466268e-06,TRUE
150,"hub","pcglasso_fortran","I",1e-06,4,111.465,46.0642577196752,7.54561520466268e-06,TRUE
150,"hub","pcglasso_fortran","I",1e-06,5,136.006,46.0642577196752,7.54561520466268e-06,TRUE
150,"hub","pcglasso_fortran","I",1e-06,6,121.369,46.0642577196752,7.54561520466268e-06,TRUE
150,"hub","pcglasso_fortran","I",1e-06,7,137.843,46.0642577196752,7.54561520466268e-06,TRUE
150,"hub","pcglasso_fortran","I",1e-06,8,127.444,46.0642577196752,7.54561520466268e-06,TRUE
150,"hub","pcglasso_fortran","I",1e-06,9,122.56,46.0642577196752,7.54561520466268e-06,TRUE
150,"hub","pcglasso_fortran","I",1e-06,10,129.414,46.0642577196752,7.54561520466268e-06,TRUE
150,"line","pcglasso_fortran","I",1e-04,1,1.502,83.9376928536955,5.25426402191442e-05,TRUE
150,"line","pcglasso_fortran","I",1e-04,2,0.817999999999998,83.9376928536955,5.25426402191442e-05,TRUE
150,"line","pcglasso_fortran","I",1e-04,3,1.078,83.9376928536955,5.25426402191442e-05,TRUE
150,"line","pcglasso_fortran","I",1e-04,4,0.320999999999998,83.9376928536955,5.25426402191442e-05,TRUE
150,"line","pcglasso_fortran","I",1e-04,5,0.122,83.9376928536955,5.25426402191442e-05,TRUE
150,"line","pcglasso_fortran","I",1e-04,6,0.120000000000005,83.9376928536955,5.25426402191442e-05,TRUE
150,"line","pcglasso_fortran","I",1e-04,7,0.135000000000005,83.9376928536955,5.25426402191442e-05,TRUE
150,"line","pcglasso_fortran","I",1e-04,8,0.122,83.9376928536955,5.25426402191442e-05,TRUE
150,"line","pcglasso_fortran","I",1e-04,9,0.129000000000005,83.9376928536955,5.25426402191442e-05,TRUE
150,"line","pcglasso_fortran","I",1e-04,10,0.125,83.9376928536955,5.25426402191442e-05,TRUE
10,"hub","pcglasso","I",0.001,1,0.0499999999999972,2.47837219322467,5.46639777363467e-05,TRUE
10,"hub","pcglasso","I",0.001,2,0.200000000000003,2.47837219322467,5.46639777363467e-05,TRUE
10,"hub","pcglasso","I",0.001,3,0.054000000000002,2.47837219322467,5.46639777363467e-05,TRUE
10,"hub","pcglasso","I",0.001,4,0.388999999999996,2.47837219322467,5.46639777363467e-05,TRUE
10,"hub","pcglasso","I",0.001,5,0.119999999999997,2.47837219322467,5.46639777363467e-05,TRUE
10,"hub","pcglasso","I",0.001,6,0.256999999999998,2.47837219322467,5.46639777363467e-05,TRUE
10,"hub","pcglasso","I",0.001,7,0.133000000000003,2.47837219322467,5.46639777363467e-05,TRUE
10,"hub","pcglasso","I",0.001,8,0.265000000000001,2.47837219322467,5.46639777363467e-05,TRUE
10,"hub","pcglasso","I",0.001,9,0.176000000000002,2.47837219322467,5.46639777363467e-05,TRUE
10,"hub","pcglasso","I",0.001,10,0.369999999999997,2.47837219322467,5.46639777363467e-05,TRUE
10,"line","pcglasso","I",0.001,1,0.156999999999996,5.99145184271565,2.934718342118e-06,TRUE
10,"line","pcglasso","I",0.001,2,0.0970000000000013,5.99145184271565,2.934718342118e-06,TRUE
10,"line","pcglasso","I",0.001,3,0.100000000000001,5.99145184271565,2.934718342118e-06,TRUE
10,"line","pcglasso","I",0.001,4,0.125999999999991,5.99145184271565,2.934718342118e-06,TRUE
10,"line","pcglasso","I",0.001,5,0.0579999999999998,5.99145184271565,2.934718342118e-06,TRUE
10,"line","pcglasso","I",0.001,6,0.0289999999999964,5.99145184271565,2.934718342118e-06,TRUE
10,"line","pcglasso","I",0.001,7,0.0279999999999987,5.99145184271565,2.934718342118e-06,TRUE
10,"line","pcglasso","I",0.001,8,0.0750000000000028,5.99145184271565,2.934718342118e-06,TRUE
10,"line","pcglasso","I",0.001,9,0.0790000000000006,5.99145184271565,2.934718342118e-06,TRUE
10,"line","pcglasso","I",0.001,10,0.097999999999999,5.99145184271565,2.934718342118e-06,TRUE
50,"hub","pcglasso","I",1e-04,1,7.985,15.8990140160605,1.42936394986748e-06,TRUE
50,"hub","pcglasso","I",1e-04,2,1.482,15.8990140160605,1.42936394986748e-06,TRUE
50,"hub","pcglasso","I",1e-04,3,1.44000000000001,15.8990140160605,1.42936394986748e-06,TRUE
50,"hub","pcglasso","I",1e-04,4,6.328,15.8990140160605,1.42936394986748e-06,TRUE
50,"hub","pcglasso","I",1e-04,5,5.359,15.8990140160605,1.42936394986748e-06,TRUE
50,"hub","pcglasso","I",1e-04,6,6.427,15.8990140160605,1.42936394986748e-06,TRUE
50,"hub","pcglasso","I",1e-04,7,6.73500000000001,15.8990140160605,1.42936394986748e-06,TRUE
50,"hub","pcglasso","I",1e-04,8,2.17700000000001,15.8990140160605,1.42936394986748e-06,TRUE
50,"hub","pcglasso","I",1e-04,9,2.142,15.8990140160605,1.42936394986748e-06,TRUE
50,"hub","pcglasso","I",1e-04,10,4.08799999999999,15.8990140160605,1.42936394986748e-06,TRUE
50,"line","pcglasso","I",0.001,1,0.149000000000001,24.6396290677541,2.95133881635934e-05,TRUE
50,"line","pcglasso","I",0.001,2,0.349000000000004,24.6396290677541,2.95133881635934e-05,TRUE
50,"line","pcglasso","I",0.001,3,0.257000000000005,24.6396290677541,2.95133881635934e-05,TRUE
50,"line","pcglasso","I",0.001,4,0.257999999999996,24.6396290677541,2.95133881635934e-05,TRUE
50,"line","pcglasso","I",0.001,5,0.498999999999995,24.6396290677541,2.95133881635934e-05,TRUE
50,"line","pcglasso","I",0.001,6,0.575000000000003,24.6396290677541,2.95133881635934e-05,TRUE
50,"line","pcglasso","I",0.001,7,0.204999999999998,24.6396290677541,2.95133881635934e-05,TRUE
50,"line","pcglasso","I",0.001,8,0.137,24.6396290677541,2.95133881635934e-05,TRUE
50,"line","pcglasso","I",0.001,9,0.677,24.6396290677541,2.95133881635934e-05,TRUE
50,"line","pcglasso","I",0.001,10,0.201000000000001,24.6396290677541,2.95133881635934e-05,TRUE
100,"hub","pcglasso","I",1e-04,1,25.643,31.0790936045766,2.52496334951502e-06,TRUE
100,"hub","pcglasso","I",1e-04,2,27.63,31.0790936045766,2.52496334951502e-06,TRUE
100,"hub","pcglasso","I",1e-04,3,25.166,31.0790936045766,2.52496334951502e-06,TRUE
100,"hub","pcglasso","I",1e-04,4,21.772,31.0790936045766,2.52496334951502e-06,TRUE
100,"hub","pcglasso","I",1e-04,5,30.035,31.0790936045766,2.52496334951502e-06,TRUE
100,"hub","pcglasso","I",1e-04,6,30.869,31.0790936045766,2.52496334951502e-06,TRUE
100,"hub","pcglasso","I",1e-04,7,15.738,31.0790936045766,2.52496334951502e-06,TRUE
100,"hub","pcglasso","I",1e-04,8,19.092,31.0790936045766,2.52496334951502e-06,TRUE
100,"hub","pcglasso","I",1e-04,9,26.12,31.0790936045766,2.52496334951502e-06,TRUE
100,"hub","pcglasso","I",1e-04,10,17.391,31.0790936045766,2.52496334951502e-06,TRUE
100,"line","pcglasso","I",0.001,1,0.878,53.3324544860729,9.89547627270326e-05,TRUE
100,"line","pcglasso","I",0.001,2,0.760000000000005,53.3324544860729,9.89547627270326e-05,TRUE
100,"line","pcglasso","I",0.001,3,0.411000000000001,53.3324544860729,9.89547627270326e-05,TRUE
100,"line","pcglasso","I",0.001,4,3.572,53.3324544860729,9.89547627270326e-05,TRUE
100,"line","pcglasso","I",0.001,5,1.14699999999999,53.3324544860729,9.89547627270326e-05,TRUE
100,"line","pcglasso","I",0.001,6,1.492,53.3324544860729,9.89547627270326e-05,TRUE
100,"line","pcglasso","I",0.001,7,2.821,53.3324544860729,9.89547627270326e-05,TRUE
100,"line","pcglasso","I",0.001,8,0.697000000000003,53.3324544860729,9.89547627270326e-05,TRUE
100,"line","pcglasso","I",0.001,9,1.555,53.3324544860729,9.89547627270326e-05,TRUE
100,"line","pcglasso","I",0.001,10,3.571,53.3324544860729,9.89547627270326e-05,TRUE
150,"hub","pcglasso","I",0.001,1,46.753,46.0643045135011,5.43394411423037e-05,TRUE
150,"hub","pcglasso","I",0.001,2,58.992,46.0643045135011,5.43394411423037e-05,TRUE
150,"hub","pcglasso","I",0.001,3,52.906,46.0643045135011,5.43394411423037e-05,TRUE
150,"hub","pcglasso","I",0.001,4,56.665,46.0643045135011,5.43394411423037e-05,TRUE
150,"hub","pcglasso","I",0.001,5,62.889,46.0643045135011,5.43394411423037e-05,TRUE
150,"hub","pcglasso","I",0.001,6,57.315,46.0643045135011,5.43394411423037e-05,TRUE
150,"hub","pcglasso","I",0.001,7,57.48,46.0643045135011,5.43394411423037e-05,TRUE
150,"hub","pcglasso","I",0.001,8,51.356,46.0643045135011,5.43394411423037e-05,TRUE
150,"hub","pcglasso","I",0.001,9,57.562,46.0643045135011,5.43394411423037e-05,TRUE
150,"hub","pcglasso","I",0.001,10,58.486,46.0643045135011,5.43394411423037e-05,TRUE
150,"line","pcglasso","I",1e-04,1,2.358,83.9376484301676,8.119112308691e-06,TRUE
150,"line","pcglasso","I",1e-04,2,5.89400000000001,83.9376484301676,8.119112308691e-06,TRUE
150,"line","pcglasso","I",1e-04,3,5.351,83.9376484301676,8.119112308691e-06,TRUE
150,"line","pcglasso","I",1e-04,4,4.433,83.9376484301676,8.119112308691e-06,TRUE
150,"line","pcglasso","I",1e-04,5,1.798,83.9376484301676,8.119112308691e-06,TRUE
150,"line","pcglasso","I",1e-04,6,2.58200000000001,83.9376484301676,8.119112308691e-06,TRUE
150,"line","pcglasso","I",1e-04,7,2.242,83.9376484301676,8.119112308691e-06,TRUE
150,"line","pcglasso","I",1e-04,8,1.684,83.9376484301676,8.119112308691e-06,TRUE
150,"line","pcglasso","I",1e-04,9,1.72199999999999,83.9376484301676,8.119112308691e-06,TRUE
150,"line","pcglasso","I",1e-04,10,1.66499999999999,83.9376484301676,8.119112308691e-06,TRUE
