p,lambda,alpha,K_structure,solver,starting_point,tolerance,time_trimmed_mean,f_end
10,0.1,0,hub_1,pcglasso,C,6.579332246575681e-5,0.004812500000036834,2.740952663551684
10,0.1,0,hub_1,pcglasso,C,2.310129700083161e-4,0.0034250000000042745,2.7933829098067298
10,0.1,0,hub_1,pcglasso,C,8.11130830789687e-4,0.002537499999989734,3.027792260562564
10,0.1,0,hub_1,pcglasso,C,0.002848035868435802,0.0028000000000076852,3.027792260562564
10,0.1,0,hub_1,pcglasso,C,0.010000000000000004,0.014887499999998966,3.027792260562564
10,0.1,0,hub_1,pcglasso,I,9.999999999999982e-9,0.03369999999999891,2.718967666249782
10,0.1,0,hub_1,pcglasso,I,3.5111917342151263e-8,0.03342500000014752,2.7189677198315216
10,0.1,0,hub_1,pcglasso,I,1.2328467394420646e-7,0.02848750000009659,2.7189684567770884
10,0.1,0,hub_1,pcglasso,I,4.328761281083054e-7,0.02318750000009686,2.7189792559680592
10,0.1,0,hub_1,pcglasso,I,1.5199110829529328e-6,0.019900000000041017,2.7190139069023473
10,0.1,0,hub_1,pcglasso,I,5.336699231206308e-6,0.015737499999988813,2.719507505994067
10,0.1,0,hub_1,pcglasso,I,1.873817422860384e-5,0.009962500000011688,2.725133102810961
10,0.1,0,hub_1,pcglasso,I,6.579332246575681e-5,0.006062500000001592,2.764619165333375
10,0.1,0,hub_1,pcglasso,I,2.310129700083161e-4,0.004424999999986312,2.8593879073868473
10,0.1,0,hub_1,pcglasso,I,8.11130830789687e-4,0.003349999999988995,3.1439533820501744
10,0.1,0,hub_1,pcglasso,I,0.002848035868435802,0.0024749999999883697,3.4753472719902376
10,0.1,0,hub_1,pcglasso,I,0.010000000000000004,0.002712499999996254,3.792516974341531
10,0.1,0,hub_1,pcglassoFast_Dual,C,9.999999999999982e-9,0.04930000000003929,2.7189676974232935
10,0.1,0,hub_1,pcglassoFast_Dual,C,3.5111917342151263e-8,0.04061250000004293,2.7189678982725254
10,0.1,0,hub_1,pcglassoFast_Dual,C,1.2328467394420646e-7,0.032162499999867575,2.7189692735364606
10,0.1,0,hub_1,pcglassoFast_Dual,C,4.328761281083054e-7,0.02799999999999727,2.718971186292209
10,0.1,0,hub_1,pcglassoFast_Dual,C,1.5199110829529328e-6,0.022274999999990542,2.718979060584316
10,0.1,0,hub_1,pcglassoFast_Dual,C,5.336699231206308e-6,0.020212500000070577,2.7189881301651875
10,0.1,0,hub_1,pcglassoFast_Dual,C,1.873817422860384e-5,0.0166374999999789,2.7190155942333005
10,0.1,0,hub_1,pcglassoFast_Dual,C,6.579332246575681e-5,0.01344999999998322,2.719084792739806
10,0.1,0,hub_1,pcglassoFast_Dual,C,2.310129700083161e-4,0.01249999999998579,2.7191434746119123
10,0.1,0,hub_1,pcglassoFast_Dual,C,8.11130830789687e-4,0.010087499999990257,2.7196703916035156
10,0.1,0,hub_1,pcglassoFast_Dual,C,0.002848035868435802,0.007487499999997737,2.7215360039428553
10,0.1,0,hub_1,pcglassoFast_Dual,C,0.010000000000000004,0.005837499999999806,2.729027488293725
10,0.1,0,hub_1,pcglassoFast_Dual,I,9.999999999999982e-9,0.05727500000011787,2.718967784222567
10,0.1,0,hub_1,pcglassoFast_Dual,I,3.5111917342151263e-8,0.055350000000066756,2.7189683762016865
10,0.1,0,hub_1,pcglassoFast_Dual,I,1.2328467394420646e-7,0.05582500000018627,2.7189683762016865
10,0.1,0,hub_1,pcglassoFast_Dual,I,4.328761281083054e-7,0.04642500000009022,2.718973554692946
10,0.1,0,hub_1,pcglassoFast_Dual,I,1.5199110829529328e-6,0.03702499999999418,2.719007012865446
10,0.1,0,hub_1,pcglassoFast_Dual,I,5.336699231206308e-6,0.03867500000002337,2.7190052762277297
10,0.1,0,hub_1,pcglassoFast_Dual,I,1.873817422860384e-5,0.024575000000032786,2.719560454219879
10,0.1,0,hub_1,pcglassoFast_Dual,I,6.579332246575681e-5,0.01881250000000705,2.721105799846544
10,0.1,0,hub_1,pcglassoFast_Dual,I,2.310129700083161e-4,0.01217500000001337,2.7247766369399393
10,0.1,0,hub_1,pcglassoFast_Dual,I,8.11130830789687e-4,0.010887499999984129,2.725378036260911
10,0.1,0,hub_1,pcglassoFast_Dual,I,0.002848035868435802,0.010312500000004832,2.725969202677156
10,0.1,0,hub_1,pcglassoFast_Dual,I,0.010000000000000004,0.008387499999996351,2.7312632556960734
10,0.1,0,hub_1,pcglassoFast_Primal,C,9.999999999999982e-9,0.04142499999991287,2.7189677438711097
10,0.1,0,hub_1,pcglassoFast_Primal,C,3.5111917342151263e-8,0.03865000000002965,2.7189679373809907
10,0.1,0,hub_1,pcglassoFast_Primal,C,1.2328467394420646e-7,0.03350000000007185,2.7189685072708474
10,0.1,0,hub_1,pcglassoFast_Primal,C,4.328761281083054e-7,0.029725000000019007,2.7189687020382305
10,0.1,0,hub_1,pcglassoFast_Primal,C,1.5199110829529328e-6,0.026212500000008278,2.7189689880407917
10,0.1,0,hub_1,pcglassoFast_Primal,C,5.336699231206308e-6,0.02305000000001769,2.7189721478106286
10,0.1,0,hub_1,pcglassoFast_Primal,C,1.873817422860384e-5,0.020249999999970215,2.718977550789618
10,0.1,0,hub_1,pcglassoFast_Primal,C,6.579332246575681e-5,0.018162500000019576,2.7190051804317985
10,0.1,0,hub_1,pcglassoFast_Primal,C,2.310129700083161e-4,0.013237500000002456,2.7191364204492103
10,0.1,0,hub_1,pcglassoFast_Primal,C,8.11130830789687e-4,0.009050000000007686,2.719661154139154
10,0.1,0,hub_1,pcglassoFast_Primal,C,0.002848035868435802,0.007625000000002302,2.7212323935796547
10,0.1,0,hub_1,pcglassoFast_Primal,C,0.010000000000000004,0.047774999999999325,2.7271029785024834
10,0.1,0,hub_1,pcglassoFast_Primal,I,9.999999999999982e-9,0.04041250000004766,2.718967757656719
10,0.1,0,hub_1,pcglassoFast_Primal,I,3.5111917342151263e-8,0.037737500000025646,2.7189680175895727
10,0.1,0,hub_1,pcglassoFast_Primal,I,1.2328467394420646e-7,0.0318124999999327,2.718968726416409
10,0.1,0,hub_1,pcglassoFast_Primal,I,4.328761281083054e-7,0.02827500000009877,2.7189692420515708
10,0.1,0,hub_1,pcglassoFast_Primal,I,1.5199110829529328e-6,0.025637500000073032,2.7189695458298004
10,0.1,0,hub_1,pcglassoFast_Primal,I,5.336699231206308e-6,0.021774999999990996,2.7189734312033105
10,0.1,0,hub_1,pcglassoFast_Primal,I,1.873817422860384e-5,0.01867499999999609,2.718987292284374
10,0.1,0,hub_1,pcglassoFast_Primal,I,6.579332246575681e-5,0.015750000000002727,2.719031892115928
10,0.1,0,hub_1,pcglassoFast_Primal,I,2.310129700083161e-4,0.0129624999999578,2.7191919225574157
10,0.1,0,hub_1,pcglassoFast_Primal,I,8.11130830789687e-4,0.011087499999993611,2.7194528537864846
10,0.1,0,hub_1,pcglassoFast_Primal,I,0.002848035868435802,0.008775000000004241,2.7224632933897275
10,0.1,0,hub_1,pcglassoFast_Primal,I,0.010000000000000004,0.004762499999999647,2.766655259030328
10,0.1,0,random,pcglasso,C,9.999999999999982e-9,0.06171249999997599,4.109365268898888
10,0.1,0,random,pcglasso,C,3.5111917342151263e-8,0.04893749999989723,4.109365829804146
10,0.1,0,random,pcglasso,C,1.2328467394420646e-7,0.043424999999979265,4.109366608689553
10,0.1,0,random,pcglasso,C,4.328761281083054e-7,0.030237499999964258,4.109382368074119
10,0.1,0,random,pcglasso,C,1.5199110829529328e-6,0.017287500000009004,4.109610530917285
10,0.1,0,random,pcglasso,C,5.336699231206308e-6,0.014637499999997772,4.109914729224002
10,0.1,0,random,pcglasso,C,1.873817422860384e-5,0.008687499999990678,4.112938186781625
10,0.1,0,random,pcglasso,C,6.579332246575681e-5,0.00562500000001478,4.133117373244367
10,0.1,0,random,pcglasso,C,2.310129700083161e-4,0.0036750000000068893,4.199095477508758
10,0.1,0,random,pcglasso,C,8.11130830789687e-4,0.0031124999999860847,4.433519079668989
10,0.1,0,random,pcglasso,C,0.002848035868435802,0.0034125000000059915,4.433519079668989
10,0.1,0,random,pcglasso,C,0.010000000000000004,0.003875000000000739,4.433519079668989
10,0.1,0,random,pcglasso,I,9.999999999999982e-9,0.05191250000016225,4.109365268670472
10,0.1,0,random,pcglasso,I,3.5111917342151263e-8,0.04614999999994325,4.109365793800627
10,0.1,0,random,pcglasso,I,1.2328467394420646e-7,0.04280000000001109,4.109366191893121
10,0.1,0,random,pcglasso,I,4.328761281083054e-7,0.02696249999992233,4.1094031846306
10,0.1,0,random,pcglasso,I,1.5199110829529328e-6,0.022737500000073397,4.10945541414705
10,0.1,0,random,pcglasso,I,5.336699231206308e-6,0.01804999999994834,4.109866008659318
10,0.1,0,random,pcglasso,I,1.873817422860384e-5,0.01244999999998413,4.113081789334354
10,0.1,0,random,pcglasso,I,6.579332246575681e-5,0.007812500000022737,4.144743887721566
10,0.1,0,random,pcglasso,I,2.310129700083161e-4,0.004462500000013847,4.573426400886397
10,0.1,0,random,pcglasso,I,8.11130830789687e-4,0.0027249999999867216,5.490509678071242
10,0.1,0,random,pcglasso,I,0.002848035868435802,0.002425000000003763,5.279370166631667
10,0.1,0,random,pcglasso,I,0.010000000000000004,0.0024875000000029956,5.595093380842939
10,0.1,0,random,pcglassoFast_Dual,C,9.999999999999982e-9,0.05881249999999909,4.109365283944615
10,0.1,0,random,pcglassoFast_Dual,C,3.5111917342151263e-8,0.055787500000155886,4.109365322068709
10,0.1,0,random,pcglassoFast_Dual,C,1.2328467394420646e-7,0.04329999999986285,4.109365704045677
10,0.1,0,random,pcglassoFast_Dual,C,4.328761281083054e-7,0.04233749999998508,4.109365779254047
10,0.1,0,random,pcglassoFast_Dual,C,1.5199110829529328e-6,0.023387500000069394,4.109561012648797
10,0.1,0,random,pcglassoFast_Dual,C,5.336699231206308e-6,0.023437500000045474,4.109370250648655
10,0.1,0,random,pcglassoFast_Dual,C,1.873817422860384e-5,0.013824999999991405,4.11007120555591
10,0.1,0,random,pcglassoFast_Dual,C,6.579332246575681e-5,0.012387499999965712,4.11016981292757
10,0.1,0,random,pcglassoFast_Dual,C,2.310129700083161e-4,0.008737499999992338,4.112438140102638
10,0.1,0,random,pcglassoFast_Dual,C,8.11130830789687e-4,0.006600000000004514,4.113234712412378
10,0.1,0,random,pcglassoFast_Dual,C,0.002848035868435802,0.005874999999994657,4.115500005650143
10,0.1,0,random,pcglassoFast_Dual,C,0.010000000000000004,0.004737499999998817,4.121781045576338
10,0.1,0,random,pcglassoFast_Dual,I,9.999999999999982e-9,0.06313750000017535,4.109365282520399
10,0.1,0,random,pcglassoFast_Dual,I,3.5111917342151263e-8,0.06162500000007185,4.109366462825608
10,0.1,0,random,pcglassoFast_Dual,I,1.2328467394420646e-7,0.06063749999996162,4.109365407931303
10,0.1,0,random,pcglassoFast_Dual,I,4.328761281083054e-7,0.049087499999973264,4.109381863631099
10,0.1,0,random,pcglassoFast_Dual,I,1.5199110829529328e-6,0.04413750000003347,4.109405836104034
10,0.1,0,random,pcglassoFast_Dual,I,5.336699231206308e-6,0.035350000000016736,4.109482246229516
10,0.1,0,random,pcglassoFast_Dual,I,1.873817422860384e-5,0.020587500000033288,4.110298624793378
10,0.1,0,random,pcglassoFast_Dual,I,6.579332246575681e-5,0.019849999999979672,4.110315868628808
10,0.1,0,random,pcglassoFast_Dual,I,2.310129700083161e-4,0.018712500000049204,4.110440952070716
10,0.1,0,random,pcglassoFast_Dual,I,8.11130830789687e-4,0.01643750000000921,4.110608797935513
10,0.1,0,random,pcglassoFast_Dual,I,0.002848035868435802,0.013175000000002513,4.1122069750742085
10,0.1,0,random,pcglassoFast_Dual,I,0.010000000000000004,0.011187499999998352,4.114911206658552
10,0.1,0,random,pcglassoFast_Primal,C,9.999999999999982e-9,0.08538750000002437,4.109365654006111
