p,cor_modifier,lambda,alpha,K_structure,solver,starting_point,tolerance,time_trimmed_mean,f_end
50,0.8,0.1,0,line,pcglasso_cpp,C,1.2328467394420646e-7,0.03650000000001796,36.08022678701274
50,0.8,0.1,0,line,pcglasso_cpp,C,4.328761281083054e-7,0.03650000000001796,36.08022697019312
50,0.8,0.1,0,line,pcglasso_cpp,C,1.5199110829529328e-6,0.044999999999987494,36.080227274294614
50,0.8,0.1,0,line,pcglasso_cpp,C,5.336699231206308e-6,0.04449999999999932,36.08022972846554
50,0.8,0.1,0,line,pcglasso_cpp,C,1.873817422860384e-5,0.04149999999998499,36.08023411914528
50,0.8,0.1,0,line,pcglasso_cpp,C,6.579332246575681e-5,0.03849999999999909,36.08026469551939
50,0.8,0.1,0,line,pcglasso_cpp,C,2.310129700083161e-4,0.03550000000001319,36.080407888978776
50,0.8,0.1,0,line,pcglasso_cpp,C,8.11130830789687e-4,0.02199999999999136,36.08063019058777
50,0.8,0.1,0,line,pcglasso_cpp,C,0.002848035868435802,0.019000000000005457,36.082314270987055
50,0.8,0.1,0,line,pcglasso_cpp,C,0.010000000000000004,0.016999999999995907,36.08874853791727
50,0.8,0.1,0,line,pcglasso_cpp,I,9.999999999999982e-9,0.04399999999998272,36.08022675802345
50,0.8,0.1,0,line,pcglasso_cpp,I,3.5111917342151263e-8,0.027999999999991587,36.08022678371568
50,0.8,0.1,0,line,pcglasso_cpp,I,1.2328467394420646e-7,0.026500000000027057,36.080226865961464
50,0.8,0.1,0,line,pcglasso_cpp,I,4.328761281083054e-7,0.022999999999967713,36.08022714035362
50,0.8,0.1,0,line,pcglasso_cpp,I,1.5199110829529328e-6,0.02549999999999386,36.08022809157846
50,0.8,0.1,0,line,pcglasso_cpp,I,5.336699231206308e-6,0.027000000000015234,36.08023157881439
50,0.8,0.1,0,line,pcglasso_cpp,I,1.873817422860384e-5,0.026499999999998636,36.080236233578454
50,0.8,0.1,0,line,pcglasso_cpp,I,6.579332246575681e-5,0.021500000000003183,36.08026746103266
50,0.8,0.1,0,line,pcglasso_cpp,I,2.310129700083161e-4,0.019499999999993634,36.08031932400748
50,0.8,0.1,0,line,pcglasso_cpp,I,8.11130830789687e-4,0.012000000000000455,36.08044548373195
50,0.8,0.1,0,line,pcglasso_cpp,I,0.002848035868435802,0.009999999999990905,36.081602540454
50,0.8,0.1,0,line,pcglasso_cpp,I,0.010000000000000004,0.008000000000009777,36.08414693339172
50,0.8,0.1,0,line,pcglasso_fortran,C,9.999999999999982e-9,0.033999999999991815,36.08022675183237
50,0.8,0.1,0,line,pcglasso_fortran,C,3.5111917342151263e-8,0.020999999999986585,36.080226769329855
50,0.8,0.1,0,line,pcglasso_fortran,C,1.2328467394420646e-7,0.07449999999997203,36.08022680238699
50,0.8,0.1,0,line,pcglasso_fortran,C,4.328761281083054e-7,0.02049999999999841,36.08022701553594
50,0.8,0.1,0,line,pcglasso_fortran,C,1.5199110829529328e-6,0.026499999999998636,36.08022781891677
50,0.8,0.1,0,line,pcglasso_fortran,C,5.336699231206308e-6,0.02699999999995839,36.08022913848157
50,0.8,0.1,0,line,pcglasso_fortran,C,1.873817422860384e-5,0.027999999999991587,36.080232869887034
50,0.8,0.1,0,line,pcglasso_fortran,C,6.579332246575681e-5,0.026499999999998636,36.08024204525364
50,0.8,0.1,0,line,pcglasso_fortran,C,2.310129700083161e-4,0.025999999999982037,36.08026454549818
50,0.8,0.1,0,line,pcglasso_fortran,C,8.11130830789687e-4,0.014499999999998181,36.081542343199125
50,0.8,0.1,0,line,pcglasso_fortran,C,0.002848035868435802,0.10699999999999932,36.081542343199125
50,0.8,0.1,0,line,pcglasso_fortran,C,0.010000000000000004,0.013500000000021828,36.083592325051825
50,0.8,0.1,0,line,pcglasso_fortran,I,9.999999999999982e-9,0.024500000000017508,36.080226752962275
50,0.8,0.1,0,line,pcglasso_fortran,I,3.5111917342151263e-8,0.014000000000010004,36.08022677246163
50,0.8,0.1,0,line,pcglasso_fortran,I,1.2328467394420646e-7,0.013499999999964984,36.08022685035513
50,0.8,0.1,0,line,pcglasso_fortran,I,4.328761281083054e-7,0.012500000000017053,36.08022695928411
50,0.8,0.1,0,line,pcglasso_fortran,I,1.5199110829529328e-6,0.016000000000019554,36.080227690546636
50,0.8,0.1,0,line,pcglasso_fortran,I,5.336699231206308e-6,0.01650000000000773,36.080231187371325
50,0.8,0.1,0,line,pcglasso_fortran,I,1.873817422860384e-5,0.014000000000010004,36.08023608423271
50,0.8,0.1,0,line,pcglasso_fortran,I,6.579332246575681e-5,0.015999999999991132,36.08024747714077
50,0.8,0.1,0,line,pcglasso_fortran,I,2.310129700083161e-4,0.014999999999986358,36.080276230674095
50,0.8,0.1,0,line,pcglasso_fortran,I,8.11130830789687e-4,0.007000000000005002,36.08064149733289
50,0.8,0.1,0,line,pcglasso_fortran,I,0.002848035868435802,0.006000000000028649,36.08064149733289
50,0.8,0.1,0,line,pcglasso_fortran,I,0.010000000000000004,0.006500000000016826,36.08064149733289
50,0.8,0.1,0.5,line,pcglasso,C,9.999999999999982e-9,0.14850000000001273,40.65763135079128
50,0.8,0.1,0.5,line,pcglasso,C,3.5111917342151263e-8,0.12999999999999545,40.6576313507915
50,0.8,0.1,0.5,line,pcglasso,C,1.2328467394420646e-7,0.12250000000000227,40.6576313507918
50,0.8,0.1,0.5,line,pcglasso,C,4.328761281083054e-7,0.11249999999998295,40.657631350800514
50,0.8,0.1,0.5,line,pcglasso,C,1.5199110829529328e-6,0.09350000000000591,40.65763135095675
50,0.8,0.1,0.5,line,pcglasso,C,5.336699231206308e-6,0.07749999999998636,40.65763135235464
50,0.8,0.1,0.5,line,pcglasso,C,1.873817422860384e-5,0.18199999999998795,40.657631365225285
50,0.8,0.1,0.5,line,pcglasso,C,6.579332246575681e-5,0.05300000000002569,40.65763137882273
50,0.8,0.1,0.5,line,pcglasso,C,2.310129700083161e-4,0.05299999999999727,40.65763137882273
50,0.8,0.1,0.5,line,pcglasso,C,8.11130830789687e-4,0.05299999999999727,40.657631419700124
50,0.8,0.1,0.5,line,pcglasso,C,0.002848035868435802,0.04800000000000182,40.65763364486238
50,0.8,0.1,0.5,line,pcglasso,C,0.010000000000000004,0.04200000000000159,40.65771711652352
50,0.8,0.1,0.5,line,pcglasso,I,9.999999999999982e-9,0.29750000000001364,40.657631350791284
50,0.8,0.1,0.5,line,pcglasso,I,3.5111917342151263e-8,0.1214999999999975,40.65763135079143
50,0.8,0.1,0.5,line,pcglasso,I,1.2328467394420646e-7,0.10650000000001114,40.657631350792656
50,0.8,0.1,0.5,line,pcglasso,I,4.328761281083054e-7,0.08349999999998658,40.65763135082507
50,0.8,0.1,0.5,line,pcglasso,I,1.5199110829529328e-6,0.06700000000000728,40.657631351109615
50,0.8,0.1,0.5,line,pcglasso,I,5.336699231206308e-6,0.052500000000009095,40.657631352033775
50,0.8,0.1,0.5,line,pcglasso,I,1.873817422860384e-5,0.041500000000013415,40.6576313554673
50,0.8,0.1,0.5,line,pcglasso,I,6.579332246575681e-5,0.03700000000000614,40.65763136579688
50,0.8,0.1,0.5,line,pcglasso,I,2.310129700083161e-4,0.03550000000001319,40.65763138864595
50,0.8,0.1,0.5,line,pcglasso,I,8.11130830789687e-4,0.03499999999999659,40.65763138864595
50,0.8,0.1,0.5,line,pcglasso,I,0.002848035868435802,0.02800000000002001,40.6576368693746
50,0.8,0.1,0.5,line,pcglasso,I,0.010000000000000004,0.025000000000034106,40.65767493668493
50,0.8,0.1,0.5,line,pcglasso_cpp,C,9.999999999999982e-9,0.016000000000019554,40.65763135308815
50,0.8,0.1,0.5,line,pcglasso_cpp,C,3.5111917342151263e-8,0.015999999999991132,40.65763135308815
50,0.8,0.1,0.5,line,pcglasso_cpp,C,1.2328467394420646e-7,0.015500000000002956,40.657631362052626
50,0.8,0.1,0.5,line,pcglasso_cpp,C,4.328761281083054e-7,0.01500000000001478,40.657631362052626
50,0.8,0.1,0.5,line,pcglasso_cpp,C,1.5199110829529328e-6,0.014000000000010004,40.65763143233516
50,0.8,0.1,0.5,line,pcglasso_cpp,C,5.336699231206308e-6,0.012500000000017053,40.6576319508472
50,0.8,0.1,0.5,line,pcglasso_cpp,C,1.873817422860384e-5,0.012499999999988631,40.6576319508472
50,0.8,0.1,0.5,line,pcglasso_cpp,C,6.579332246575681e-5,0.011499999999983856,40.657636091485905
50,0.8,0.1,0.5,line,pcglasso_cpp,C,2.310129700083161e-4,0.012000000000000455,40.657636091485905
50,0.8,0.1,0.5,line,pcglasso_cpp,C,8.11130830789687e-4,0.009999999999990905,40.65766870727863
50,0.8,0.1,0.5,line,pcglasso_cpp,C,0.002848035868435802,0.009000000000014552,40.65792268851503
50,0.8,0.1,0.5,line,pcglasso_cpp,C,0.010000000000000004,0.009999999999990905,40.65792268851503
50,0.8,0.1,0.5,line,pcglasso_cpp,I,9.999999999999982e-9,0.013499999999993406,40.65763135308151
50,0.8,0.1,0.5,line,pcglasso_cpp,I,3.5111917342151263e-8,0.013499999999993406,40.65763135308151
50,0.8,0.1,0.5,line,pcglasso_cpp,I,1.2328467394420646e-7,0.012000000000000455,40.65763136181011
50,0.8,0.1,0.5,line,pcglasso_cpp,I,4.328761281083054e-7,0.012500000000017053,40.65763136181011
50,0.8,0.1,0.5,line,pcglasso_cpp,I,1.5199110829529328e-6,0.011500000000012278,40.657631428414774
50,0.8,0.1,0.5,line,pcglasso_cpp,I,5.336699231206308e-6,0.010500000000035925,40.657631896585286
50,0.8,0.1,0.5,line,pcglasso_cpp,I,1.873817422860384e-5,0.012000000000000455,40.657631896585286
50,0.8,0.1,0.5,line,pcglasso_cpp,I,6.579332246575681e-5,0.009500000000002728,40.65763518323991
50,0.8,0.1,0.5,line,pcglasso_cpp,I,2.310129700083161e-4,0.007999999999981355,40.6576582476146
50,0.8,0.1,0.5,line,pcglasso_cpp,I,8.11130830789687e-4,0.007999999999981355,40.6576582476146
50,0.8,0.1,0.5,line,pcglasso_cpp,I,0.002848035868435802,0.006500000000016826,40.65782042632996
50,0.8,0.1,0.5,line,pcglasso_cpp,I,0.010000000000000004,0.0055000000000404725,40.65896682707398
50,0.8,0.1,0.5,line,pcglasso_fortran,C,9.999999999999982e-9,0.009000000000014552,40.65763135107949
50,0.8,0.1,0.5,line,pcglasso_fortran,C,3.5111917342151263e-8,0.1454999999999984,40.65763135107949
50,0.8,0.1,0.5,line,pcglasso_fortran,C,1.2328467394420646e-7,0.007999999999981355,40.65763135479847
50,0.8,0.1,0.5,line,pcglasso_fortran,C,4.328761281083054e-7,0.009000000000014552,40.65763135479847
50,0.8,0.1,0.5,line,pcglasso_fortran,C,1.5199110829529328e-6,0.007999999999981355,40.657631409115595
50,0.8,0.1,0.5,line,pcglasso_fortran,C,5.336699231206308e-6,0.007499999999993179,40.6576319306957
50,0.8,0.1,0.5,line,pcglasso_fortran,C,1.873817422860384e-5,0.007000000000005002,40.6576319306957
50,0.8,0.1,0.5,line,pcglasso_fortran,C,6.579332246575681e-5,0.007499999999993179,40.6576319306957
50,0.8,0.1,0.5,line,pcglasso_fortran,C,2.310129700083161e-4,0.007000000000005002,40.657636237457794
50,0.8,0.1,0.5,line,pcglasso_fortran,C,8.11130830789687e-4,0.007000000000005002,40.657636237457794
50,0.8,0.1,0.5,line,pcglasso_fortran,C,0.002848035868435802,0.005999999999971806,40.657746826755805
50,0.8,0.1,0.5,line,pcglasso_fortran,C,0.010000000000000004,0.006000000000028649,40.657746826755805
50,0.8,0.1,0.5,line,pcglasso_fortran,I,9.999999999999982e-9,0.0069999999999765805,40.65763135096654
50,0.8,0.1,0.5,line,pcglasso_fortran,I,3.5111917342151263e-8,0.006500000000016826,40.657631352737745
50,0.8,0.1,0.5,line,pcglasso_fortran,I,1.2328467394420646e-7,0.0075000000000216005,40.657631352737745
50,0.8,0.1,0.5,line,pcglasso_fortran,I,4.328761281083054e-7,0.005500000000012051,40.657631371260315
50,0.8,0.1,0.5,line,pcglasso_fortran,I,1.5199110829529328e-6,0.006000000000000227,40.657631371260315
50,0.8,0.1,0.5,line,pcglasso_fortran,I,5.336699231206308e-6,0.005999999999971806,40.65763154736123
50,0.8,0.1,0.5,line,pcglasso_fortran,I,1.873817422860384e-5,0.006000000000000227,40.65763154736123
50,0.8,0.1,0.5,line,pcglasso_fortran,I,6.579332246575681e-5,0.005499999999983629,40.65763154736123
50,0.8,0.1,0.5,line,pcglasso_fortran,I,2.310129700083161e-4,0.0049999999999954525,40.65763501717335
50,0.8,0.1,0.5,line,pcglasso_fortran,I,8.11130830789687e-4,0.0049999999999954525,40.65763501717335
50,0.8,0.1,0.5,line,pcglasso_fortran,I,0.002848035868435802,0.007999999999981355,40.65772734698385
50,0.8,0.1,0.5,line,pcglasso_fortran,I,0.010000000000000004,0.007999999999952934,40.65772734698385
50,0.8,0.2,0,line,pcglasso,C,9.999999999999982e-9,0.2745000000000175,42.142366160523345
50,0.8,0.2,0,line,pcglasso,C,3.5111917342151263e-8,0.25149999999999295,42.14236616052342
50,0.8,0.2,0,line,pcglasso,C,1.2328467394420646e-7,0.31799999999998363,42.142366160525704
50,0.8,0.2,0,line,pcglasso,C,4.328761281083054e-7,0.3090000000000259,42.142366160527935
50,0.8,0.2,0,line,pcglasso,C,1.5199110829529328e-6,0.19249999999999545,42.14236616057974
50,0.8,0.2,0,line,pcglasso,C,5.336699231206308e-6,0.1634999999999991,42.14236616158341
50,0.8,0.2,0,line,pcglasso,C,1.873817422860384e-5,0.09100000000000819,42.14236616916226
50,0.8,0.2,0,line,pcglasso,C,6.579332246575681e-5,0.07849999999999113,42.14236628074707
50,0.8,0.2,0,line,pcglasso,C,2.310129700083161e-4,0.07200000000000273,42.14236670527826
50,0.8,0.2,0,line,pcglasso,C,8.11130830789687e-4,0.06649999999996226,42.142369993148435
50,0.8,0.2,0,line,pcglasso,C,0.002848035868435802,0.057999999999992724,42.142414837208946
50,0.8,0.2,0,line,pcglasso,C,0.010000000000000004,0.05249999999998067,42.142620189409776
50,0.8,0.2,0,line,pcglasso,I,9.999999999999982e-9,0.2580000000000098,42.142366160523345
50,0.8,0.2,0,line,pcglasso,I,3.5111917342151263e-8,0.23149999999998272,42.14236616052353
50,0.8,0.2,0,line,pcglasso,I,1.2328467394420646e-7,0.2769999999999868,42.14236616052437
50,0.8,0.2,0,line,pcglasso,I,4.328761281083054e-7,0.25,42.14236616053307
50,0.8,0.2,0,line,pcglasso,I,1.5199110829529328e-6,0.16749999999998977,42.14236616061657
50,0.8,0.2,0,line,pcglasso,I,5.336699231206308e-6,0.14700000000001978,42.142366162860974
50,0.8,0.2,0,line,pcglasso,I,1.873817422860384e-5,0.07449999999997203,42.142366177928636
50,0.8,0.2,0,line,pcglasso,I,6.579332246575681e-5,0.060000000000002274,42.142366561630276
50,0.8,0.2,0,line,pcglasso,I,2.310129700083161e-4,0.05850000000000932,42.142366954581405
50,0.8,0.2,0,line,pcglasso,I,8.11130830789687e-4,0.05000000000001137,42.14236977399861
50,0.8,0.2,0,line,pcglasso,I,0.002848035868435802,0.04399999999998272,42.14241168477279
50,0.8,0.2,0,line,pcglasso,I,0.010000000000000004,0.038999999999958845,42.1425953947162
50,0.8,0.2,0,line,pcglasso_cpp,C,9.999999999999982e-9,0.023000000000024556,42.14236616186057
50,0.8,0.2,0,line,pcglasso_cpp,C,3.5111917342151263e-8,0.021500000000003183,42.142366165369396
50,0.8,0.2,0,line,pcglasso_cpp,C,1.2328467394420646e-7,0.08400000000000318,42.142366179652086
50,0.8,0.2,0,line,pcglasso_cpp,C,4.328761281083054e-7,0.021000000000015007,42.14236623135881
50,0.8,0.2,0,line,pcglasso_cpp,C,1.5199110829529328e-6,0.01849999999998886,42.14236642565209
50,0.8,0.2,0,line,pcglasso_cpp,C,5.336699231206308e-6,0.016500000000036152,42.142367161295276
50,0.8,0.2,0,line,pcglasso_cpp,C,1.873817422860384e-5,0.01850000000001728,42.14237053398124
50,0.8,0.2,0,line,pcglasso_cpp,C,6.579332246575681e-5,0.01500000000001478,42.14238535605426
50,0.8,0.2,0,line,pcglasso_cpp,C,2.310129700083161e-4,0.013499999999993406,42.142439732877634
50,0.8,0.2,0,line,pcglasso_cpp,C,8.11130830789687e-4,0.012000000000000455,42.14264214211422
50,0.8,0.2,0,line,pcglasso_cpp,C,0.002848035868435802,0.012000000000000455,42.14264214211422
50,0.8,0.2,0,line,pcglasso_cpp,C,0.010000000000000004,0.01099999999999568,42.143429051785574
50,0.8,0.2,0,line,pcglasso_cpp,I,9.999999999999982e-9,0.017499999999984084,42.14236616210956
50,0.8,0.2,0,line,pcglasso_cpp,I,3.5111917342151263e-8,0.018000000000029104,42.14236616790961
50,0.8,0.2,0,line,pcglasso_cpp,I,1.2328467394420646e-7,0.01650000000000773,42.14236619246106
50,0.8,0.2,0,line,pcglasso_cpp,I,4.328761281083054e-7,0.07449999999997203,42.14236619246106
50,0.8,0.2,0,line,pcglasso_cpp,I,1.5199110829529328e-6,0.013999999999981583,42.142366296658984
50,0.8,0.2,0,line,pcglasso_cpp,I,5.336699231206308e-6,0.016000000000019554,42.14236679008864
50,0.8,0.2,0,line,pcglasso_cpp,I,1.873817422860384e-5,0.01099999999999568,42.142369152726395
50,0.8,0.2,0,line,pcglasso_cpp,I,6.579332246575681e-5,0.010000000000019327,42.142381021451065
50,0.8,0.2,0,line,pcglasso_cpp,I,2.310129700083161e-4,0.010000000000019327,42.142381021451065
50,0.8,0.2,0,line,pcglasso_cpp,I,8.11130830789687e-4,0.009000000000014552,42.142444903162385
50,0.8,0.2,0,line,pcglasso_cpp,I,0.002848035868435802,0.007999999999981355,42.14280281481468
50,0.8,0.2,0,line,pcglasso_cpp,I,0.010000000000000004,0.10800000000003251,42.14280281481468
50,0.8,0.2,0,line,pcglasso_fortran,C,9.999999999999982e-9,0.011499999999983856,42.14236616220013
50,0.8,0.2,0,line,pcglasso_fortran,C,3.5111917342151263e-8,0.011500000000012278,42.142366166961985
50,0.8,0.2,0,line,pcglasso_fortran,C,1.2328467394420646e-7,0.011000000000024102,42.14236619003407
50,0.8,0.2,0,line,pcglasso_fortran,C,4.328761281083054e-7,0.01099999999999568,42.14236619003407
50,0.8,0.2,0,line,pcglasso_fortran,C,1.5199110829529328e-6,0.010500000000007503,42.14236629452774
50,0.8,0.2,0,line,pcglasso_fortran,C,5.336699231206308e-6,0.009999999999990905,42.14236680638633
50,0.8,0.2,0,line,pcglasso_fortran,C,1.873817422860384e-5,0.009000000000014552,42.14236894450366
50,0.8,0.2,0,line,pcglasso_fortran,C,6.579332246575681e-5,0.007999999999981355,42.142377701745176
50,0.8,0.2,0,line,pcglasso_fortran,C,2.310129700083161e-4,0.009999999999990905,42.142377701745176
50,0.8,0.2,0,line,pcglasso_fortran,C,8.11130830789687e-4,0.0075000000000216005,42.14243124816451
50,0.8,0.2,0,line,pcglasso_fortran,C,0.002848035868435802,0.008499999999997954,42.14277104027849
50,0.8,0.2,0,line,pcglasso_fortran,C,0.010000000000000004,0.008000000000009777,42.14277104027849
50,0.8,0.2,0,line,pcglasso_fortran,I,9.999999999999982e-9,0.009999999999990905,42.14236616124194
50,0.8,0.2,0,line,pcglasso_fortran,I,3.5111917342151263e-8,0.009999999999990905,42.14236616528111
50,0.8,0.2,0,line,pcglasso_fortran,I,1.2328467394420646e-7,0.010000000000019327,42.142366182783796
50,0.8,0.2,0,line,pcglasso_fortran,I,4.328761281083054e-7,0.010500000000007503,42.14236627114971
50,0.8,0.2,0,line,pcglasso_fortran,I,1.5199110829529328e-6,0.009000000000014552,42.14236627114971
50,0.8,0.2,0,line,pcglasso_fortran,I,5.336699231206308e-6,0.007999999999981355,42.14236665883604
50,0.8,0.2,0,line,pcglasso_fortran,I,1.873817422860384e-5,0.0075000000000216005,42.14236825219115
50,0.8,0.2,0,line,pcglasso_fortran,I,6.579332246575681e-5,0.0069999999999765805,42.14237779395832
50,0.8,0.2,0,line,pcglasso_fortran,I,2.310129700083161e-4,0.006000000000000227,42.14243091591326
50,0.8,0.2,0,line,pcglasso_fortran,I,8.11130830789687e-4,0.006499999999988404,42.14243091591326
50,0.8,0.2,0,line,pcglasso_fortran,I,0.002848035868435802,0.006000000000028649,42.14243091591326
50,0.8,0.2,0,line,pcglasso_fortran,I,0.010000000000000004,0.006499999999988404,42.14243091591326
50,0.8,0.2,0.5,line,pcglasso,C,9.999999999999982e-9,0.06699999999997885,42.107005261866526
50,0.8,0.2,0.5,line,pcglasso,C,3.5111917342151263e-8,0.06749999999999545,42.10700526186652
50,0.8,0.2,0.5,line,pcglasso,C,1.2328467394420646e-7,0.06299999999998818,42.10700526186665
50,0.8,0.2,0.5,line,pcglasso,C,4.328761281083054e-7,0.06099999999997863,42.10700526186671
50,0.8,0.2,0.5,line,pcglasso,C,1.5199110829529328e-6,0.0589999999999975,42.10700526186796
50,0.8,0.2,0.5,line,pcglasso,C,5.336699231206308e-6,0.054000000000002046,42.107005262024934
50,0.8,0.2,0.5,line,pcglasso,C,1.873817422860384e-5,0.05350000000001387,42.107005262105396
50,0.8,0.2,0.5,line,pcglasso,C,6.579332246575681e-5,0.050499999999999545,42.107005263415374
50,0.8,0.2,0.5,line,pcglasso,C,2.310129700083161e-4,0.0479999999999734,42.107005345078825
50,0.8,0.2,0.5,line,pcglasso,C,8.11130830789687e-4,0.049000000000006594,42.107005345078825
50,0.8,0.2,0.5,line,pcglasso,C,0.002848035868435802,0.04400000000001114,42.107005856033226
50,0.8,0.2,0.5,line,pcglasso,C,0.010000000000000004,0.09799999999998477,42.107009430628374
50,0.8,0.2,0.5,line,pcglasso,I,9.999999999999982e-9,0.03650000000001796,42.10700526186652
50,0.8,0.2,0.5,line,pcglasso,I,3.5111917342151263e-8,0.03500000000002501,42.10700526186652
50,0.8,0.2,0.5,line,pcglasso,I,1.2328467394420646e-7,0.030499999999989313,42.10700526186665
50,0.8,0.2,0.5,line,pcglasso,I,4.328761281083054e-7,0.03100000000000591,42.10700526186672
50,0.8,0.2,0.5,line,pcglasso,I,1.5199110829529328e-6,0.024499999999989086,42.107005261868046
50,0.8,0.2,0.5,line,pcglasso,I,5.336699231206308e-6,0.024999999999977263,42.10700526202708
50,0.8,0.2,0.5,line,pcglasso,I,1.873817422860384e-5,0.021999999999962938,42.107005262107045
50,0.8,0.2,0.5,line,pcglasso,I,6.579332246575681e-5,0.021500000000003183,42.10700526355718
50,0.8,0.2,0.5,line,pcglasso,I,2.310129700083161e-4,0.019000000000005457,42.107005347347084
50,0.8,0.2,0.5,line,pcglasso,I,8.11130830789687e-4,0.019000000000005457,42.107005347347084
50,0.8,0.2,0.5,line,pcglasso,I,0.002848035868435802,0.01700000000002433,42.107005347347084
50,0.8,0.2,0.5,line,pcglasso,I,0.010000000000000004,0.014999999999986358,42.107010240654326
50,0.8,0.2,0.5,line,pcglasso_cpp,C,9.999999999999982e-9,0.01650000000000773,42.1070052622877
50,0.8,0.2,0.5,line,pcglasso_cpp,C,3.5111917342151263e-8,0.01649999999997931,42.10700526417906
50,0.8,0.2,0.5,line,pcglasso_cpp,C,1.2328467394420646e-7,0.014999999999986358,42.107005274804806
50,0.8,0.2,0.5,line,pcglasso_cpp,C,4.328761281083054e-7,0.01649999999997931,42.107005274804806
50,0.8,0.2,0.5,line,pcglasso_cpp,C,1.5199110829529328e-6,0.013000000000033651,42.10700535311799
50,0.8,0.2,0.5,line,pcglasso_cpp,C,5.336699231206308e-6,0.014000000000010004,42.10700591278345
50,0.8,0.2,0.5,line,pcglasso_cpp,C,1.873817422860384e-5,0.012499999999988631,42.10700591278345
50,0.8,0.2,0.5,line,pcglasso_cpp,C,6.579332246575681e-5,0.012000000000000455,42.10701007255268
50,0.8,0.2,0.5,line,pcglasso_cpp,C,2.310129700083161e-4,0.011500000000012278,42.10701007255268
50,0.8,0.2,0.5,line,pcglasso_cpp,C,8.11130830789687e-4,0.009999999999990905,42.1070418089747
50,0.8,0.2,0.5,line,pcglasso_cpp,C,0.002848035868435802,0.00899999999998613,42.10729531254058
50,0.8,0.2,0.5,line,pcglasso_cpp,C,0.010000000000000004,0.009000000000014552,42.10729531254058
50,0.8,0.2,0.5,line,pcglasso_cpp,I,9.999999999999982e-9,0.013999999999981583,42.1070052632843
50,0.8,0.2,0.5,line,pcglasso_cpp,I,3.5111917342151263e-8,0.012000000000000455,42.1070052632843
50,0.8,0.2,0.5,line,pcglasso_cpp,I,1.2328467394420646e-7,0.011500000000012278,42.10700526980033
50,0.8,0.2,0.5,line,pcglasso_cpp,I,4.328761281083054e-7,0.009500000000002728,42.10700531781336
50,0.8,0.2,0.5,line,pcglasso_cpp,I,1.5199110829529328e-6,0.009999999999990905,42.10700531781336
50,0.8,0.2,0.5,line,pcglasso_cpp,I,5.336699231206308e-6,0.009000000000014552,42.1070056598228
50,0.8,0.2,0.5,line,pcglasso_cpp,I,1.873817422860384e-5,0.0075000000000216005,42.107008132949346
50,0.8,0.2,0.5,line,pcglasso_cpp,I,6.579332246575681e-5,0.007999999999981355,42.107008132949346
50,0.8,0.2,0.5,line,pcglasso_cpp,I,2.310129700083161e-4,0.007000000000005002,42.10702645603299
50,0.8,0.2,0.5,line,pcglasso_cpp,I,8.11130830789687e-4,0.005999999999971806,42.10702645603299
50,0.8,0.2,0.5,line,pcglasso_cpp,I,0.002848035868435802,0.0049999999999954525,42.10716526466569
50,0.8,0.2,0.5,line,pcglasso_cpp,I,0.010000000000000004,0.003999999999990678,42.10803975590497
50,0.8,0.2,0.5,line,pcglasso_fortran,C,9.999999999999982e-9,0.008500000000026375,42.10700526283724
50,0.8,0.2,0.5,line,pcglasso_fortran,C,3.5111917342151263e-8,0.010000000000019327,42.10700526283724
50,0.8,0.2,0.5,line,pcglasso_fortran,C,1.2328467394420646e-7,0.008000000000009777,42.107005268390886
50,0.8,0.2,0.5,line,pcglasso_fortran,C,4.328761281083054e-7,0.008000000000009777,42.107005268390886
50,0.8,0.2,0.5,line,pcglasso_fortran,C,1.5199110829529328e-6,0.006500000000016826,42.10700531883686
50,0.8,0.2,0.5,line,pcglasso_fortran,C,5.336699231206308e-6,0.006499999999988404,42.107005765326306
50,0.8,0.2,0.5,line,pcglasso_fortran,C,1.873817422860384e-5,0.007000000000005002,42.107005765326306
50,0.8,0.2,0.5,line,pcglasso_fortran,C,6.579332246575681e-5,0.005999999999971806,42.10700984877657
50,0.8,0.2,0.5,line,pcglasso_fortran,C,2.310129700083161e-4,0.006499999999988404,42.10700984877657
50,0.8,0.2,0.5,line,pcglasso_fortran,C,8.11130830789687e-4,0.005499999999983629,42.107047731365356
50,0.8,0.2,0.5,line,pcglasso_fortran,C,0.002848035868435802,0.006000000000028649,42.10704764174504
50,0.8,0.2,0.5,line,pcglasso_fortran,C,0.010000000000000004,0.0049999999999954525,42.10739841062579
50,0.8,0.2,0.5,line,pcglasso_fortran,I,9.999999999999982e-9,0.007000000000005002,42.10700526244213
50,0.8,0.2,0.5,line,pcglasso_fortran,I,3.5111917342151263e-8,0.005999999999971806,42.10700526574278
50,0.8,0.2,0.5,line,pcglasso_fortran,I,1.2328467394420646e-7,0.005500000000012051,42.10700526574278
50,0.8,0.2,0.5,line,pcglasso_fortran,I,4.328761281083054e-7,0.0049999999999954525,42.10700529577727
50,0.8,0.2,0.5,line,pcglasso_fortran,I,1.5199110829529328e-6,0.007000000000033424,42.10700529577727
50,0.8,0.2,0.5,line,pcglasso_fortran,I,5.336699231206308e-6,0.0049999999999954525,42.10700555929874
50,0.8,0.2,0.5,line,pcglasso_fortran,I,1.873817422860384e-5,0.0049999999999954525,42.10700555929874
50,0.8,0.2,0.5,line,pcglasso_fortran,I,6.579332246575681e-5,0.006000000000000227,42.10700786752656
