p,cor_modifier,lambda,alpha,K_structure,solver,starting_point,tolerance,time_trimmed_mean,f_end
10,0.9,0.2,0,hub,pcglasso,I,4.328761281083054e-7,0.036000000000001364,8.106121299689768
10,0.9,0.2,0,hub,pcglasso,I,1.5199110829529328e-6,0.03449999999997999,8.106121299707421
10,0.9,0.2,0,hub,pcglasso,I,5.336699231206308e-6,0.029999999999972715,8.106121300207274
10,0.9,0.2,0,hub,pcglasso,I,1.873817422860384e-5,0.015999999999991132,8.106121306748243
10,0.9,0.2,0,hub,pcglasso,I,6.579332246575681e-5,0.021500000000003183,8.106121301730438
10,0.9,0.2,0,hub,pcglasso,I,2.310129700083161e-4,0.014000000000010004,8.106121370501212
10,0.9,0.2,0,hub,pcglasso,I,8.11130830789687e-4,0.01649999999997931,8.106121982755662
10,0.9,0.2,0,hub,pcglasso,I,0.002848035868435802,0.014000000000010004,8.106144907509151
10,0.9,0.2,0,hub,pcglasso,I,0.010000000000000004,0.06049999999999045,8.106360567585801
10,0.9,0.2,0,hub,pcglasso_cpp,C,9.999999999999982e-9,0.012000000000000455,8.106121313039132
10,0.9,0.2,0,hub,pcglasso_cpp,C,3.5111917342151263e-8,0.009500000000002728,8.106121339286092
10,0.9,0.2,0,hub,pcglasso_cpp,C,1.2328467394420646e-7,0.010500000000007503,8.106121422155432
10,0.9,0.2,0,hub,pcglasso_cpp,C,4.328761281083054e-7,0.008499999999997954,8.106121680735448
10,0.9,0.2,0,hub,pcglasso_cpp,C,1.5199110829529328e-6,0.008000000000009777,8.106122491281882
10,0.9,0.2,0,hub,pcglasso_cpp,C,5.336699231206308e-6,0.007000000000005002,8.106125192562743
10,0.9,0.2,0,hub,pcglasso_cpp,C,1.873817422860384e-5,0.007000000000005002,8.106134355683052
10,0.9,0.2,0,hub,pcglasso_cpp,C,6.579332246575681e-5,0.006000000000000227,8.106167008586759
10,0.9,0.2,0,hub,pcglasso_cpp,C,2.310129700083161e-4,0.006499999999988404,8.10628844866784
10,0.9,0.2,0,hub,pcglasso_cpp,C,8.11130830789687e-4,0.006500000000016826,8.1067580853879
10,0.9,0.2,0,hub,pcglasso_cpp,C,0.002848035868435802,0.006500000000016826,8.108462773150784
10,0.9,0.2,0,hub,pcglasso_cpp,C,0.010000000000000004,0.13100000000000023,8.1142294228114
10,0.9,0.2,0,hub,pcglasso_cpp,I,9.999999999999982e-9,0.009000000000014552,8.106121309652796
10,0.9,0.2,0,hub,pcglasso_cpp,I,3.5111917342151263e-8,0.009500000000002728,8.106121329908285
10,0.9,0.2,0,hub,pcglasso_cpp,I,1.2328467394420646e-7,0.008000000000009777,8.106121394893503
10,0.9,0.2,0,hub,pcglasso_cpp,I,4.328761281083054e-7,0.0069999999999765805,8.106121604982205
10,0.9,0.2,0,hub,pcglasso_cpp,I,1.5199110829529328e-6,0.007000000000005002,8.106123057030853
10,0.9,0.2,0,hub,pcglasso_cpp,I,5.336699231206308e-6,0.006000000000000227,8.106127038787863
10,0.9,0.2,0,hub,pcglasso_cpp,I,1.873817422860384e-5,0.005500000000012051,8.10613993734478
10,0.9,0.2,0,hub,pcglasso_cpp,I,6.579332246575681e-5,0.0049999999999954525,8.10618123863378
10,0.9,0.2,0,hub,pcglasso_cpp,I,2.310129700083161e-4,0.003999999999962256,8.106314514848599
10,0.9,0.2,0,hub,pcglasso_cpp,I,8.11130830789687e-4,0.003999999999990678,8.106775434890853
10,0.9,0.2,0,hub,pcglasso_cpp,I,0.002848035868435802,0.003999999999990678,8.108387086784848
10,0.9,0.2,0,hub,pcglasso_cpp,I,0.010000000000000004,0.0049999999999954525,8.110420918167087
10,0.9,0.2,0,hub,pcglasso_fortran,C,9.999999999999982e-9,0.020999999999986585,8.106121309291566
10,0.9,0.2,0,hub,pcglasso_fortran,C,3.5111917342151263e-8,0.012000000000000455,8.106121309291566
10,0.9,0.2,0,hub,pcglasso_fortran,C,1.2328467394420646e-7,0.016999999999995907,8.106121490116436
10,0.9,0.2,0,hub,pcglasso_fortran,C,4.328761281083054e-7,0.009500000000002728,8.106121977570538
10,0.9,0.2,0,hub,pcglasso_fortran,C,1.5199110829529328e-6,0.009000000000014552,8.10612236950281
10,0.9,0.2,0,hub,pcglasso_fortran,C,5.336699231206308e-6,0.008999999999957708,8.10612325412345
10,0.9,0.2,0,hub,pcglasso_fortran,C,1.873817422860384e-5,0.007000000000005002,8.106150364098006
10,0.9,0.2,0,hub,pcglasso_fortran,C,6.579332246575681e-5,0.006500000000016826,8.106164950723304
10,0.9,0.2,0,hub,pcglasso_fortran,C,2.310129700083161e-4,0.012499999999988631,8.106451761526397
10,0.9,0.2,0,hub,pcglasso_fortran,C,8.11130830789687e-4,0.006500000000016826,8.106716128542192
10,0.9,0.2,0,hub,pcglasso_fortran,C,0.002848035868435802,0.01099999999999568,8.109202813181032
10,0.9,0.2,0,hub,pcglasso_fortran,C,0.010000000000000004,0.052500000000009095,8.110780045534552
10,0.9,0.2,0,hub,pcglasso_fortran,I,9.999999999999982e-9,0.011000000000024102,8.106121305538473
10,0.9,0.2,0,hub,pcglasso_fortran,I,3.5111917342151263e-8,0.009999999999990905,8.106121350836403
10,0.9,0.2,0,hub,pcglasso_fortran,I,1.2328467394420646e-7,0.008499999999997954,8.10612149714428
10,0.9,0.2,0,hub,pcglasso_fortran,I,4.328761281083054e-7,0.007999999999981355,8.106121606217984
10,0.9,0.2,0,hub,pcglasso_fortran,I,1.5199110829529328e-6,0.007499999999993179,8.10612225736655
10,0.9,0.2,0,hub,pcglasso_fortran,I,5.336699231206308e-6,0.007000000000005002,8.10612225736655
10,0.9,0.2,0,hub,pcglasso_fortran,I,1.873817422860384e-5,0.005499999999983629,8.106171934489685
10,0.9,0.2,0,hub,pcglasso_fortran,I,6.579332246575681e-5,0.005000000000023874,8.106189446475867
10,0.9,0.2,0,hub,pcglasso_fortran,I,2.310129700083161e-4,0.003999999999990678,8.106288547741553
10,0.9,0.2,0,hub,pcglasso_fortran,I,8.11130830789687e-4,0.0049999999999954525,8.106468442179567
10,0.9,0.2,0,hub,pcglasso_fortran,I,0.002848035868435802,0.0049999999999954525,8.106852841929083
10,0.9,0.2,0,hub,pcglasso_fortran,I,0.010000000000000004,0.006000000000028649,8.111495337583964
10,0.9,0.2,0,line,pcglasso,C,9.999999999999982e-9,0.05299999999999727,5.546771071302118
10,0.9,0.2,0,line,pcglasso,C,3.5111917342151263e-8,0.05299999999999727,5.546771071302118
10,0.9,0.2,0,line,pcglasso,C,1.2328467394420646e-7,0.050499999999999545,5.546771071302358
10,0.9,0.2,0,line,pcglasso,C,4.328761281083054e-7,0.04899999999997817,5.546771071305598
10,0.9,0.2,0,line,pcglasso,C,1.5199110829529328e-6,0.053999999999973625,5.546771071314851
10,0.9,0.2,0,line,pcglasso,C,5.336699231206308e-6,0.03450000000000841,5.546771075354819
10,0.9,0.2,0,line,pcglasso,C,1.873817422860384e-5,0.03099999999997749,5.5467710810949455
10,0.9,0.2,0,line,pcglasso,C,6.579332246575681e-5,0.02600000000001046,5.546771232902254
10,0.9,0.2,0,line,pcglasso,C,2.310129700083161e-4,0.016500000000036152,5.546772370881529
10,0.9,0.2,0,line,pcglasso,C,8.11130830789687e-4,0.013499999999964984,5.546790241037597
10,0.9,0.2,0,line,pcglasso,C,0.002848035868435802,0.012499999999988631,5.546857198631974
10,0.9,0.2,0,line,pcglasso,C,0.010000000000000004,0.00899999999998613,5.547213696353468
10,0.9,0.2,0,line,pcglasso,I,9.999999999999982e-9,0.04800000000000182,5.5467710713021185
10,0.9,0.2,0,line,pcglasso,I,3.5111917342151263e-8,0.05349999999998545,5.546771071302141
10,0.9,0.2,0,line,pcglasso,I,1.2328467394420646e-7,0.049000000000006594,5.546771071302297
10,0.9,0.2,0,line,pcglasso,I,4.328761281083054e-7,0.04800000000000182,5.546771071303258
10,0.9,0.2,0,line,pcglasso,I,1.5199110829529328e-6,0.05500000000000682,5.546771071324138
10,0.9,0.2,0,line,pcglasso,I,5.336699231206308e-6,0.03150000000002251,5.546771075785491
10,0.9,0.2,0,line,pcglasso,I,1.873817422860384e-5,0.028500000000008185,5.5467710772444265
10,0.9,0.2,0,line,pcglasso,I,6.579332246575681e-5,0.022999999999996135,5.5467711817388965
10,0.9,0.2,0,line,pcglasso,I,2.310129700083161e-4,0.020000000000010232,5.546772598324626
10,0.9,0.2,0,line,pcglasso,I,8.11130830789687e-4,0.01649999999997931,5.546783453810438
10,0.9,0.2,0,line,pcglasso,I,0.002848035868435802,0.013499999999993406,5.546877895219391
10,0.9,0.2,0,line,pcglasso,I,0.010000000000000004,0.012000000000000455,5.547336147500993
10,0.9,0.2,0,line,pcglasso_cpp,C,9.999999999999982e-9,0.011500000000012278,5.546771086416932
10,0.9,0.2,0,line,pcglasso_cpp,C,3.5111917342151263e-8,0.01099999999999568,5.546771119700445
10,0.9,0.2,0,line,pcglasso_cpp,C,1.2328467394420646e-7,0.011499999999983856,5.546771312734691
10,0.9,0.2,0,line,pcglasso_cpp,C,4.328761281083054e-7,0.010500000000007503,5.546771858873299
10,0.9,0.2,0,line,pcglasso_cpp,C,1.5199110829529328e-6,0.009999999999990905,5.54677374895752
10,0.9,0.2,0,line,pcglasso_cpp,C,5.336699231206308e-6,0.009500000000002728,5.546780427646237
10,0.9,0.2,0,line,pcglasso_cpp,C,1.873817422860384e-5,0.007999999999981355,5.546802985665867
10,0.9,0.2,0,line,pcglasso_cpp,C,6.579332246575681e-5,0.006500000000016826,5.546880218221929
10,0.9,0.2,0,line,pcglasso_cpp,C,2.310129700083161e-4,0.012999999999976808,5.5470199257676
10,0.9,0.2,0,line,pcglasso_cpp,C,8.11130830789687e-4,0.005500000000012051,5.547439080747453
10,0.9,0.2,0,line,pcglasso_cpp,C,0.002848035868435802,0.0049999999999954525,5.548106261756234
10,0.9,0.2,0,line,pcglasso_cpp,C,0.010000000000000004,0.004499999999978854,5.55763604151546
10,0.9,0.2,0,line,pcglasso_cpp,I,9.999999999999982e-9,0.009500000000002728,5.5467710924855265
10,0.9,0.2,0,line,pcglasso_cpp,I,3.5111917342151263e-8,0.009999999999990905,5.546771155298174
10,0.9,0.2,0,line,pcglasso_cpp,I,1.2328467394420646e-7,0.009999999999990905,5.5467713236405345
10,0.9,0.2,0,line,pcglasso_cpp,I,4.328761281083054e-7,0.017499999999984084,5.546771821176822
10,0.9,0.2,0,line,pcglasso_cpp,I,1.5199110829529328e-6,0.010500000000007503,5.546773340570542
10,0.9,0.2,0,line,pcglasso_cpp,I,5.336699231206308e-6,0.010499999999979082,5.546781730641886
10,0.9,0.2,0,line,pcglasso_cpp,I,1.873817422860384e-5,0.010000000000047748,5.546804508211817
10,0.9,0.2,0,line,pcglasso_cpp,I,6.579332246575681e-5,0.008499999999997954,5.5468764864864095
10,0.9,0.2,0,line,pcglasso_cpp,I,2.310129700083161e-4,0.005499999999983629,5.547239501958533
10,0.9,0.2,0,line,pcglasso_cpp,I,8.11130830789687e-4,0.005500000000012051,5.548174273320722
10,0.9,0.2,0,line,pcglasso_cpp,I,0.002848035868435802,0.0030000000000143245,5.551333146939362
10,0.9,0.2,0,line,pcglasso_cpp,I,0.010000000000000004,0.002999999999985903,5.554064618108299
10,0.9,0.2,0,line,pcglasso_fortran,C,9.999999999999982e-9,0.01999999999998181,5.546771091491973
10,0.9,0.2,0,line,pcglasso_fortran,C,3.5111917342151263e-8,0.01849999999998886,5.546771131263018
10,0.9,0.2,0,line,pcglasso_fortran,C,1.2328467394420646e-7,0.019500000000022055,5.5467712668533125
10,0.9,0.2,0,line,pcglasso_fortran,C,4.328761281083054e-7,0.012000000000028876,5.546771923457311
10,0.9,0.2,0,line,pcglasso_fortran,C,1.5199110829529328e-6,0.011000000000024102,5.546774150778636
10,0.9,0.2,0,line,pcglasso_fortran,C,5.336699231206308e-6,0.011500000000012278,5.546779146773911
10,0.9,0.2,0,line,pcglasso_fortran,C,1.873817422860384e-5,0.010500000000007503,5.5467830079543194
10,0.9,0.2,0,line,pcglasso_fortran,C,6.579332246575681e-5,0.009000000000014552,5.54683847230684
10,0.9,0.2,0,line,pcglasso_fortran,C,2.310129700083161e-4,0.008000000000009777,5.546868976624387
10,0.9,0.2,0,line,pcglasso_fortran,C,8.11130830789687e-4,0.007000000000005002,5.547587241097175
10,0.9,0.2,0,line,pcglasso_fortran,C,0.002848035868435802,0.012499999999988631,5.548797748516827
10,0.9,0.2,0,line,pcglasso_fortran,C,0.010000000000000004,0.004000000000019099,5.5599030879914135
10,0.9,0.2,0,line,pcglasso_fortran,I,9.999999999999982e-9,0.019000000000005457,5.546771089326224
10,0.9,0.2,0,line,pcglasso_fortran,I,3.5111917342151263e-8,0.019499999999993634,5.54677114630533
10,0.9,0.2,0,line,pcglasso_fortran,I,1.2328467394420646e-7,0.033999999999991815,5.546771314983275
10,0.9,0.2,0,line,pcglasso_fortran,I,4.328761281083054e-7,0.012000000000000455,5.546772086048995
10,0.9,0.2,0,line,pcglasso_fortran,I,1.5199110829529328e-6,0.012000000000000455,5.546774064471004
10,0.9,0.2,0,line,pcglasso_fortran,I,5.336699231206308e-6,0.01099999999999568,5.546779327421449
10,0.9,0.2,0,line,pcglasso_fortran,I,1.873817422860384e-5,0.010999999999967258,5.546796203538445
10,0.9,0.2,0,line,pcglasso_fortran,I,6.579332246575681e-5,0.008499999999997954,5.546879100582137
10,0.9,0.2,0,line,pcglasso_fortran,I,2.310129700083161e-4,0.0075000000000216005,5.547019019724326
10,0.9,0.2,0,line,pcglasso_fortran,I,8.11130830789687e-4,0.006500000000016826,5.547403918000246
10,0.9,0.2,0,line,pcglasso_fortran,I,0.002848035868435802,0.0049999999999954525,5.5495364712064426
10,0.9,0.2,0,line,pcglasso_fortran,I,0.010000000000000004,0.004000000000019099,5.5523465181191956
10,0.9,0.2,0.5,hub,pcglasso,C,9.999999999999982e-9,0.034000000000020236,8.355549239014467
10,0.9,0.2,0.5,hub,pcglasso,C,3.5111917342151263e-8,0.030499999999989313,8.35554923901447
10,0.9,0.2,0.5,hub,pcglasso,C,1.2328467394420646e-7,0.03450000000000841,8.35554923901451
10,0.9,0.2,0.5,hub,pcglasso,C,4.328761281083054e-7,0.024499999999989086,8.355549239015138
10,0.9,0.2,0.5,hub,pcglasso,C,1.5199110829529328e-6,0.02049999999999841,8.355549239024212
10,0.9,0.2,0.5,hub,pcglasso,C,5.336699231206308e-6,0.01799999999997226,8.35554923911665
10,0.9,0.2,0.5,hub,pcglasso,C,1.873817422860384e-5,0.014499999999998181,8.355549240549692
10,0.9,0.2,0.5,hub,pcglasso,C,6.579332246575681e-5,0.013999999999981583,8.355549244531277
10,0.9,0.2,0.5,hub,pcglasso,C,2.310129700083161e-4,0.01700000000002433,8.355549244682786
10,0.9,0.2,0.5,hub,pcglasso,C,8.11130830789687e-4,0.01700000000002433,8.35554925457093
10,0.9,0.2,0.5,hub,pcglasso,C,0.002848035868435802,0.023000000000024556,8.355549595452873
10,0.9,0.2,0.5,hub,pcglasso,C,0.010000000000000004,0.4230000000000018,8.35555543770091
10,0.9,0.2,0.5,hub,pcglasso,I,9.999999999999982e-9,0.03799999999998249,8.355549239014465
10,0.9,0.2,0.5,hub,pcglasso,I,3.5111917342151263e-8,0.028499999999979764,8.35554923901447
10,0.9,0.2,0.5,hub,pcglasso,I,1.2328467394420646e-7,0.024499999999989086,8.355549239014502
10,0.9,0.2,0.5,hub,pcglasso,I,4.328761281083054e-7,0.021500000000003183,8.355549239015021
10,0.9,0.2,0.5,hub,pcglasso,I,1.5199110829529328e-6,0.025000000000034106,8.355549239022379
10,0.9,0.2,0.5,hub,pcglasso,I,5.336699231206308e-6,0.01500000000001478,8.355549239099796
10,0.9,0.2,0.5,hub,pcglasso,I,1.873817422860384e-5,0.011000000000024102,8.355549240275336
10,0.9,0.2,0.5,hub,pcglasso,I,6.579332246575681e-5,0.010499999999979082,8.355549242027143
10,0.9,0.2,0.5,hub,pcglasso,I,2.310129700083161e-4,0.016999999999995907,8.355549243453979
10,0.9,0.2,0.5,hub,pcglasso,I,8.11130830789687e-4,0.012499999999988631,8.355549278939046
10,0.9,0.2,0.5,hub,pcglasso,I,0.002848035868435802,0.01099999999999568,8.355550092145764
10,0.9,0.2,0.5,hub,pcglasso,I,0.010000000000000004,0.0589999999999975,8.355564537504648
10,0.9,0.2,0.5,hub,pcglasso_cpp,C,9.999999999999982e-9,0.005500000000012051,8.355549242259963
10,0.9,0.2,0.5,hub,pcglasso_cpp,C,3.5111917342151263e-8,0.004499999999978854,8.355549249069668
10,0.9,0.2,0.5,hub,pcglasso_cpp,C,1.2328467394420646e-7,0.004500000000035698,8.35554927669913
10,0.9,0.2,0.5,hub,pcglasso_cpp,C,4.328761281083054e-7,0.004000000000019099,8.355549380262065
10,0.9,0.2,0.5,hub,pcglasso_cpp,C,1.5199110829529328e-6,0.004500000000007276,8.355549380262065
10,0.9,0.2,0.5,hub,pcglasso_cpp,C,5.336699231206308e-6,0.004500000000007276,8.355549769190995
10,0.9,0.2,0.5,hub,pcglasso_cpp,C,1.873817422860384e-5,0.003999999999990678,8.355551289557686
10,0.9,0.2,0.5,hub,pcglasso_cpp,C,6.579332246575681e-5,0.0030000000000143245,8.355557163356112
10,0.9,0.2,0.5,hub,pcglasso_cpp,C,2.310129700083161e-4,0.005000000000023874,8.35557983198282
10,0.9,0.2,0.5,hub,pcglasso_cpp,C,8.11130830789687e-4,0.002999999999985903,8.355667209016252
10,0.9,0.2,0.5,hub,pcglasso_cpp,C,0.002848035868435802,0.003500000000002501,8.356003810551458
10,0.9,0.2,0.5,hub,pcglasso_cpp,C,0.010000000000000004,0.037499999999994316,8.357303328815602
10,0.9,0.2,0.5,hub,pcglasso_cpp,I,9.999999999999982e-9,0.004499999999978854,8.355549241470248
10,0.9,0.2,0.5,hub,pcglasso_cpp,I,3.5111917342151263e-8,0.0049999999999954525,8.35554924660256
10,0.9,0.2,0.5,hub,pcglasso_cpp,I,1.2328467394420646e-7,0.004500000000007276,8.355549267388815
10,0.9,0.2,0.5,hub,pcglasso_cpp,I,4.328761281083054e-7,0.004000000000019099,8.355549345045546
10,0.9,0.2,0.5,hub,pcglasso_cpp,I,1.5199110829529328e-6,0.004000000000019099,8.355549635426264
10,0.9,0.2,0.5,hub,pcglasso_cpp,I,5.336699231206308e-6,0.0030000000000143245,8.355550764111085
10,0.9,0.2,0.5,hub,pcglasso_cpp,I,1.873817422860384e-5,0.0030000000000427463,8.355555091852523
10,0.9,0.2,0.5,hub,pcglasso_cpp,I,6.579332246575681e-5,0.0030000000000143245,8.355571598513134
10,0.9,0.2,0.5,hub,pcglasso_cpp,I,2.310129700083161e-4,0.0034999999999740794,8.355631835820871
10,0.9,0.2,0.5,hub,pcglasso_cpp,I,8.11130830789687e-4,0.003500000000002501,8.355631835820871
10,0.9,0.2,0.5,hub,pcglasso_cpp,I,0.002848035868435802,0.004000000000019099,8.35585229818422
10,0.9,0.2,0.5,hub,pcglasso_cpp,I,0.010000000000000004,0.002999999999985903,8.359954779394823
10,0.9,0.2,0.5,hub,pcglasso_fortran,C,9.999999999999982e-9,0.005999999999971806,8.355549239697101
10,0.9,0.2,0.5,hub,pcglasso_fortran,C,3.5111917342151263e-8,0.0049999999999954525,8.355549242272126
10,0.9,0.2,0.5,hub,pcglasso_fortran,C,1.2328467394420646e-7,0.004000000000019099,8.355549255539191
10,0.9,0.2,0.5,hub,pcglasso_fortran,C,4.328761281083054e-7,0.0049999999999954525,8.355549255539191
10,0.9,0.2,0.5,hub,pcglasso_fortran,C,1.5199110829529328e-6,0.003999999999990678,8.355549333717011
10,0.9,0.2,0.5,hub,pcglasso_fortran,C,5.336699231206308e-6,0.011000000000024102,8.355549333717011
10,0.9,0.2,0.5,hub,pcglasso_fortran,C,1.873817422860384e-5,0.004000000000019099,8.355549927337748
10,0.9,0.2,0.5,hub,pcglasso_fortran,C,6.579332246575681e-5,0.003500000000002501,8.355555348018799
10,0.9,0.2,0.5,hub,pcglasso_fortran,C,2.310129700083161e-4,0.0049999999999954525,8.355555348018799
10,0.9,0.2,0.5,hub,pcglasso_fortran,C,8.11130830789687e-4,0.003999999999990678,8.355600179349668
10,0.9,0.2,0.5,hub,pcglasso_fortran,C,0.002848035868435802,0.0049999999999954525,8.355921059605695
10,0.9,0.2,0.5,hub,pcglasso_fortran,C,0.010000000000000004,0.05350000000001387,8.357468213769291
10,0.9,0.2,0.5,hub,pcglasso_fortran,I,9.999999999999982e-9,0.0049999999999954525,8.355549240280924
10,0.9,0.2,0.5,hub,pcglasso_fortran,I,3.5111917342151263e-8,0.01099999999999568,8.355549245229723
10,0.9,0.2,0.5,hub,pcglasso_fortran,I,1.2328467394420646e-7,0.0049999999999954525,8.355549245229723
10,0.9,0.2,0.5,hub,pcglasso_fortran,I,4.328761281083054e-7,0.0049999999999954525,8.355549272733182
10,0.9,0.2,0.5,hub,pcglasso_fortran,I,1.5199110829529328e-6,0.004500000000007276,8.355549272733182
10,0.9,0.2,0.5,hub,pcglasso_fortran,I,5.336699231206308e-6,0.003999999999990678,8.355549464030801
10,0.9,0.2,0.5,hub,pcglasso_fortran,I,1.873817422860384e-5,0.003999999999962256,8.355551026058198
10,0.9,0.2,0.5,hub,pcglasso_fortran,I,6.579332246575681e-5,0.002999999999985903,8.355551026058198
10,0.9,0.2,0.5,hub,pcglasso_fortran,I,2.310129700083161e-4,0.003999999999990678,8.355562204402323
10,0.9,0.2,0.5,hub,pcglasso_fortran,I,8.11130830789687e-4,0.003999999999990678,8.355627792678531
10,0.9,0.2,0.5,hub,pcglasso_fortran,I,0.002848035868435802,0.003999999999990678,8.355910268893943
10,0.9,0.2,0.5,hub,pcglasso_fortran,I,0.010000000000000004,0.004000000000019099,8.356824710740428
10,0.9,0.2,0.5,line,pcglasso,C,9.999999999999982e-9,0.048499999999961574,8.077848146477837
10,0.9,0.2,0.5,line,pcglasso,C,3.5111917342151263e-8,0.047000000000025466,8.077848146477884
10,0.9,0.2,0.5,line,pcglasso,C,1.2328467394420646e-7,0.04999999999998295,8.077848146477859
10,0.9,0.2,0.5,line,pcglasso,C,4.328761281083054e-7,0.05600000000004002,8.077848146478509
10,0.9,0.2,0.5,line,pcglasso,C,1.5199110829529328e-6,0.03100000000000591,8.077848146485337
10,0.9,0.2,0.5,line,pcglasso,C,5.336699231206308e-6,0.02749999999997499,8.077848146755429
10,0.9,0.2,0.5,line,pcglasso,C,1.873817422860384e-5,0.020999999999986585,8.077848154902021
10,0.9,0.2,0.5,line,pcglasso,C,6.579332246575681e-5,0.019000000000005457,8.077848151518669
10,0.9,0.2,0.5,line,pcglasso,C,2.310129700083161e-4,0.016999999999995907,8.07784816728929
10,0.9,0.2,0.5,line,pcglasso,C,8.11130830789687e-4,0.016000000000019554,8.077848538370944
10,0.9,0.2,0.5,line,pcglasso,C,0.002848035868435802,0.013999999999953161,8.077851744349895
10,0.9,0.2,0.5,line,pcglasso,C,0.010000000000000004,0.011500000000012278,8.0779205100238
10,0.9,0.2,0.5,line,pcglasso,I,9.999999999999982e-9,0.05300000000002569,8.077848146477836
10,0.9,0.2,0.5,line,pcglasso,I,3.5111917342151263e-8,0.05000000000001137,8.077848146477857
10,0.9,0.2,0.5,line,pcglasso,I,1.2328467394420646e-7,0.043000000000006366,8.077848146477853
10,0.9,0.2,0.5,line,pcglasso,I,4.328761281083054e-7,0.03599999999997294,8.077848146478244
10,0.9,0.2,0.5,line,pcglasso,I,1.5199110829529328e-6,0.030499999999989313,8.077848146482992
10,0.9,0.2,0.5,line,pcglasso,I,5.336699231206308e-6,0.025500000000022283,8.077848147650196
10,0.9,0.2,0.5,line,pcglasso,I,1.873817422860384e-5,0.022999999999967713,8.077848153562188
10,0.9,0.2,0.5,line,pcglasso,I,6.579332246575681e-5,0.015500000000031378,8.077848157424881
10,0.9,0.2,0.5,line,pcglasso,I,2.310129700083161e-4,0.01999999999998181,8.077848157985336
10,0.9,0.2,0.5,line,pcglasso,I,8.11130830789687e-4,0.012499999999988631,8.077848742893883
10,0.9,0.2,0.5,line,pcglasso,I,0.002848035868435802,0.020999999999986585,8.077852662814621
10,0.9,0.2,0.5,line,pcglasso,I,0.010000000000000004,0.00899999999998613,8.07793721734749
10,0.9,0.2,0.5,line,pcglasso_cpp,C,9.999999999999982e-9,0.006499999999988404,8.077848150780408
10,0.9,0.2,0.5,line,pcglasso_cpp,C,3.5111917342151263e-8,0.01500000000001478,8.077848165780376
10,0.9,0.2,0.5,line,pcglasso_cpp,C,1.2328467394420646e-7,0.005999999999971806,8.077848198903954
10,0.9,0.2,0.5,line,pcglasso_cpp,C,4.328761281083054e-7,0.005499999999983629,8.077848290462883
10,0.9,0.2,0.5,line,pcglasso_cpp,C,1.5199110829529328e-6,0.005500000000012051,8.077848567917227
10,0.9,0.2,0.5,line,pcglasso_cpp,C,5.336699231206308e-6,0.004499999999978854,8.07784937414058
10,0.9,0.2,0.5,line,pcglasso_cpp,C,1.873817422860384e-5,0.0049999999999954525,8.077851706022104
10,0.9,0.2,0.5,line,pcglasso_cpp,C,6.579332246575681e-5,0.017500000000012506,8.077878973331824
10,0.9,0.2,0.5,line,pcglasso_cpp,C,2.310129700083161e-4,0.003500000000030923,8.077939666317063
10,0.9,0.2,0.5,line,pcglasso_cpp,C,8.11130830789687e-4,0.003500000000002501,8.078120902777608
10,0.9,0.2,0.5,line,pcglasso_cpp,C,0.002848035868435802,0.002500000000026148,8.078659876910997
10,0.9,0.2,0.5,line,pcglasso_cpp,C,0.010000000000000004,0.0024999999999693046,8.08027362495495
10,0.9,0.2,0.5,line,pcglasso_cpp,I,9.999999999999982e-9,0.006000000000000227,8.077848151590512
10,0.9,0.2,0.5,line,pcglasso_cpp,I,3.5111917342151263e-8,0.006000000000000227,8.07784815749381
10,0.9,0.2,0.5,line,pcglasso_cpp,I,1.2328467394420646e-7,0.005500000000012051,8.077848176513038
10,0.9,0.2,0.5,line,pcglasso_cpp,I,4.328761281083054e-7,0.006000000000000227,8.077848228359914
10,0.9,0.2,0.5,line,pcglasso_cpp,I,1.5199110829529328e-6,0.004500000000007276,8.077848814112338
10,0.9,0.2,0.5,line,pcglasso_cpp,I,5.336699231206308e-6,0.004500000000007276,8.077850129542764
10,0.9,0.2,0.5,line,pcglasso_cpp,I,1.873817422860384e-5,0.003999999999962256,8.07785416271204
10,0.9,0.2,0.5,line,pcglasso_cpp,I,6.579332246575681e-5,0.003500000000002501,8.077866476463907
10,0.9,0.2,0.5,line,pcglasso_cpp,I,2.310129700083161e-4,0.003500000000002501,8.077904304084557
10,0.9,0.2,0.5,line,pcglasso_cpp,I,8.11130830789687e-4,0.0030000000000143245,8.078021471192676
10,0.9,0.2,0.5,line,pcglasso_cpp,I,0.002848035868435802,0.0030000000000427463,8.078385875130671
10,0.9,0.2,0.5,line,pcglasso_cpp,I,0.010000000000000004,0.0020000000000095497,8.082885199977481
10,0.9,0.2,0.5,line,pcglasso_fortran,C,9.999999999999982e-9,0.007499999999993179,8.077848148508174
10,0.9,0.2,0.5,line,pcglasso_fortran,C,3.5111917342151263e-8,0.007999999999981355,8.077848152899186
10,0.9,0.2,0.5,line,pcglasso_fortran,C,1.2328467394420646e-7,0.006500000000016826,8.077848172306064
10,0.9,0.2,0.5,line,pcglasso_fortran,C,4.328761281083054e-7,0.011999999999972033,8.077848252303744
10,0.9,0.2,0.5,line,pcglasso_fortran,C,1.5199110829529328e-6,0.011500000000012278,8.077848565637122
10,0.9,0.2,0.5,line,pcglasso_fortran,C,5.336699231206308e-6,0.0049999999999954525,8.077849701915301
10,0.9,0.2,0.5,line,pcglasso_fortran,C,1.873817422860384e-5,0.0049999999999954525,8.077853872248056
